gene,baseline_mean,region
ENSG00000105559_PLEKHA4,8.113870341,mid
ENSG00000083812_ZNF324,8.113182852,mid
ENSG00000267520_AC010733.2,8.113116655,mid
ENSG00000085382_HACE1,8.112709745,mid
ENSG00000107954_NEURL1,8.112284048,mid
ENSG00000131019_ULBP3,8.111923766,mid
ENSG00000142871_CCN1,8.11117551,mid
ENSG00000196659_TTC30B,8.111069274,mid
ENSG00000170631_ZNF16,8.110686107,mid
ENSG00000142444_TIMM29,8.110132029,mid
ENSG00000104237_RP1,8.109932432,mid
ENSG00000172915_NBEA,8.107052562,mid
ENSG00000172123_SLFN12,8.106143522,mid
ENSG00000171735_CAMTA1,8.105046687,mid
ENSG00000167740_CYB5D2,8.103643029,mid
ENSG00000197461_PDGFA,8.103479305,mid
ENSG00000131188_PRR7,8.102488266,mid
ENSG00000224877_NDUFAF8,8.101474063,mid
ENSG00000278970_HEIH,8.099216203,mid
ENSG00000173706_HEG1,8.096294818,mid
ENSG00000198912_C1orf174,8.096043053,mid
ENSG00000162227_TAF6L,8.095967199,mid
ENSG00000152133_GPATCH11,8.094413241,mid
ENSG00000128510_CPA4,8.094341731,mid
ENSG00000185716_MOSMO,8.09412385,mid
ENSG00000102218_RP2,8.09386274,mid
ENSG00000104892_KLC3,8.093738771,mid
ENSG00000225932_CTAGE4,8.093533758,mid
ENSG00000272087_AC080013.4,8.093461593,mid
ENSG00000263002_ZNF234,8.091603342,mid
ENSG00000203965_EFCAB7,8.0904508,mid
ENSG00000173137_ADCK5,8.090264631,mid
ENSG00000181896_ZNF101,8.090210229,mid
ENSG00000162385_MAGOH,8.0892485,mid
ENSG00000167394_ZNF668,8.089061451,mid
ENSG00000285410_GABPB1-IT1,8.088437651,mid
ENSG00000240445_FOXO3B,8.087284295,mid
ENSG00000142973_CYP4B1,8.085759155,mid
ENSG00000134461_ANKRD16,8.085741143,mid
ENSG00000002016_RAD52,8.085485979,mid
ENSG00000115239_ASB3,8.084495051,mid
ENSG00000240344_PPIL3,8.084123074,mid
ENSG00000243477_NAA80,8.083933104,mid
ENSG00000088451_TGDS,8.083450251,mid
ENSG00000155085_AK9,8.082209034,mid
ENSG00000197860_SGTB,8.081728956,mid
ENSG00000101452_DHX35,8.081387999,mid
ENSG00000127152_BCL11B,8.081135996,mid
ENSG00000251369_ZNF550,8.080266512,mid
ENSG00000123364_HOXC13,8.07928849,mid
ENSG00000156873_PHKG2,8.078191795,mid
ENSG00000135093_USP30,8.077531552,mid
ENSG00000145014_TMEM44,8.076847082,mid
ENSG00000189050_RNFT1,8.076146983,mid
ENSG00000117069_ST6GALNAC5,8.075943171,mid
ENSG00000204954_C12orf73,8.075918123,mid
ENSG00000164403_SHROOM1,8.074956738,mid
ENSG00000196872_KIAA1211L,8.074317675,mid
ENSG00000184162_NR2C2AP,8.073941979,mid
ENSG00000153551_CMTM7,8.073634628,mid
ENSG00000101844_ATG4A,8.073506109,mid
ENSG00000104154_SLC30A4,8.073493952,mid
ENSG00000179818_PCBP1-AS1,8.073222887,mid
ENSG00000100767_PAPLN,8.072580388,mid
ENSG00000160447_PKN3,8.072483446,mid
ENSG00000182057_OGFRP1,8.072453433,mid
ENSG00000152669_CCNO,8.071877889,mid
ENSG00000128581_IFT22,8.071845331,mid
ENSG00000160563_MED27,8.07121848,mid
ENSG00000115738_ID2,8.07098383,mid
ENSG00000104450_SPAG1,8.070675611,mid
ENSG00000185904_LINC00839,8.068128835,mid
ENSG00000096654_ZNF184,8.067921426,mid
ENSG00000196584_XRCC2,8.066654001,mid
ENSG00000132429_POPDC3,8.06627172,mid
ENSG00000164169_PRMT9,8.065066618,mid
ENSG00000123080_CDKN2C,8.064684138,mid
ENSG00000023892_DEF6,8.063527672,mid
ENSG00000115289_PCGF1,8.063470027,mid
ENSG00000181135_ZNF707,8.062139458,mid
ENSG00000103089_FA2H,8.062042931,mid
ENSG00000206562_METTL6,8.061238554,mid
ENSG00000102309_PIN4,8.061155786,mid
ENSG00000149798_CDC42EP2,8.06078573,mid
ENSG00000188566_NDOR1,8.06003449,mid
ENSG00000175315_CST6,8.059317072,mid
ENSG00000237807_AC022034.1,8.059283149,mid
ENSG00000165996_HACD1,8.05928007,mid
ENSG00000185864_NPIPB4,8.059117725,mid
ENSG00000127580_WDR24,8.058434869,mid
ENSG00000176261_ZBTB8OS,8.058349629,mid
ENSG00000111325_OGFOD2,8.057624982,mid
ENSG00000109881_CCDC34,8.056473237,mid
ENSG00000100558_PLEK2,8.055990893,mid
ENSG00000140691_ARMC5,8.054258371,mid
ENSG00000090674_MCOLN1,8.053599895,mid
ENSG00000104129_DNAJC17,8.053065938,mid
ENSG00000233024_NPIPA9,8.051778949,mid
ENSG00000198331_HYLS1,8.051326521,mid
ENSG00000179029_TMEM107,8.051287982,mid
ENSG00000043355_ZIC2,8.050537528,mid
ENSG00000177595_PIDD1,8.050450684,mid
ENSG00000213145_CRIP1,8.048063625,mid
ENSG00000047634_SCML1,8.048001775,mid
ENSG00000173041_ZNF680,8.047573758,mid
ENSG00000157368_IL34,8.047276301,mid
ENSG00000076650_GPATCH1,8.046966988,mid
ENSG00000167074_TEF,8.04689914,mid
ENSG00000165752_STK32C,8.046849971,mid
ENSG00000137133_HINT2,8.045521392,mid
ENSG00000117385_P3H1,8.045136986,mid
ENSG00000132950_ZMYM5,8.045123799,mid
ENSG00000130590_SAMD10,8.044068178,mid
ENSG00000133398_MED10,8.04323045,mid
ENSG00000137752_CASP1,8.043138368,mid
ENSG00000162694_EXTL2,8.042612677,mid
ENSG00000197620_CXorf40A,8.042359059,mid
ENSG00000169684_CHRNA5,8.040683428,mid
ENSG00000196150_ZNF250,8.040464775,mid
ENSG00000136122_BORA,8.040410091,mid
ENSG00000245680_ZNF585B,8.039397256,mid
ENSG00000138347_MYPN,8.039121469,mid
ENSG00000185379_RAD51D,8.038606029,mid
ENSG00000175938_ORAI3,8.038177532,mid
ENSG00000118369_USP35,8.036475536,mid
ENSG00000168890_TMEM150A,8.03622608,mid
ENSG00000126249_PDCD2L,8.034910388,mid
ENSG00000145736_GTF2H2,8.034828024,mid
ENSG00000178773_CPNE7,8.034585876,mid
ENSG00000103145_HCFC1R1,8.034437797,mid
ENSG00000014138_POLA2,8.032240365,mid
ENSG00000115163_CENPA,8.031754697,mid
ENSG00000135315_CEP162,8.030102804,mid
ENSG00000276903_HIST1H2AL,8.030032498,mid
ENSG00000273329_AC078846.1,8.029662723,mid
ENSG00000263731_AC145207.5,8.029648669,mid
ENSG00000214087_ARL16,8.028800788,mid
ENSG00000062282_DGAT2,8.028793926,mid
ENSG00000164048_ZNF589,8.028127323,mid
ENSG00000115598_IL1RL2,8.027535645,mid
ENSG00000151470_C4orf33,8.02745293,mid
ENSG00000196976_LAGE3,8.024997153,mid
ENSG00000238266_LINC00707,8.024410804,mid
ENSG00000167779_IGFBP6,8.024238369,mid
ENSG00000196923_PDLIM7,8.023238732,mid
ENSG00000116396_KCNC4,8.023228474,mid
ENSG00000119004_CYP20A1,8.020654922,mid
ENSG00000138356_AOX1,8.019906514,mid
ENSG00000196268_ZNF493,8.018736829,mid
ENSG00000171202_TMEM126A,8.018606375,mid
ENSG00000166311_SMPD1,8.017174048,mid
ENSG00000124104_SNX21,8.017069722,mid
ENSG00000174177_CTU2,8.01694079,mid
ENSG00000170458_CD14,8.016220342,mid
ENSG00000177427_MIEF2,8.015251054,mid
ENSG00000196911_KPNA5,8.015165441,mid
ENSG00000126453_BCL2L12,8.014783672,mid
ENSG00000173349_SFT2D3,8.013433232,mid
ENSG00000157214_STEAP2,8.013144323,mid
ENSG00000153487_ING1,8.011736131,mid
ENSG00000204519_ZNF551,8.011279388,mid
ENSG00000232098_AC012313.1,8.010937004,mid
ENSG00000124216_SNAI1,8.010933458,mid
ENSG00000183137_CEP57L1,8.010636642,mid
ENSG00000008517_IL32,8.010423488,mid
ENSG00000136492_BRIP1,8.010313239,mid
ENSG00000105321_CCDC9,8.010298254,mid
ENSG00000143412_ANXA9,8.010101057,mid
ENSG00000038002_AGA,8.009302409,mid
ENSG00000083457_ITGAE,8.009221457,mid
ENSG00000143919_CAMKMT,8.008672363,mid
ENSG00000185917_SETD4,8.008305894,mid
ENSG00000174371_EXO1,8.007604446,mid
ENSG00000275764_AC092747.4,8.006619027,mid
ENSG00000118655_DCLRE1B,8.004442985,mid
ENSG00000267002_AC060780.1,8.002704911,mid
ENSG00000142252_GEMIN7,8.001628893,mid
ENSG00000214413_BBIP1,8.001543661,mid
ENSG00000160360_GPSM1,7.998031891,mid
ENSG00000171295_ZNF440,7.997906623,mid
ENSG00000183655_KLHL25,7.997352552,mid
ENSG00000106524_ANKMY2,7.997109691,mid
ENSG00000121988_ZRANB3,7.996995857,mid
ENSG00000273760_AC245041.1,7.99641573,mid
ENSG00000162086_ZNF75A,7.995990674,mid
ENSG00000162076_FLYWCH2,7.995985994,mid
ENSG00000105865_DUS4L,7.995847862,mid
ENSG00000153391_INO80C,7.995618123,mid
ENSG00000121281_ADCY7,7.995491818,mid
ENSG00000187325_TAF9B,7.993552025,mid
ENSG00000128512_DOCK4,7.993388529,mid
ENSG00000267673_FDX2,7.993019204,mid
ENSG00000159433_STARD9,7.992613748,mid
ENSG00000118420_UBE3D,7.992008531,mid
ENSG00000186020_ZNF529,7.991874793,mid
ENSG00000188010_MORN2,7.990872864,mid
ENSG00000138617_PARP16,7.989928147,mid
ENSG00000142655_PEX14,7.989858217,mid
ENSG00000006756_ARSD,7.9897908,mid
ENSG00000035499_DEPDC1B,7.98917864,mid
ENSG00000163083_INHBB,7.98867927,mid
ENSG00000132854_KANK4,7.988146768,mid
ENSG00000114166_KAT2B,7.986096792,mid
ENSG00000133460_SLC2A11,7.985925612,mid
ENSG00000119929_CUTC,7.985034784,mid
ENSG00000173914_RBM4B,7.984786208,mid
ENSG00000106948_AKNA,7.984344134,mid
ENSG00000241860_AL627309.5,7.984066672,mid
ENSG00000171700_RGS19,7.983904238,mid
ENSG00000177602_HASPIN,7.983867347,mid
ENSG00000129810_SGO1,7.983615895,mid
ENSG00000204536_CCHCR1,7.98333017,mid
ENSG00000089486_CDIP1,7.983059271,mid
ENSG00000204599_TRIM39,7.982913386,mid
ENSG00000198093_ZNF649,7.982573893,mid
ENSG00000224259_LINC01133,7.981464462,mid
ENSG00000168502_MTCL1,7.981039831,mid
ENSG00000158156_XKR8,7.980789925,mid
ENSG00000213694_S1PR3,7.980596511,mid
ENSG00000196793_ZNF239,7.980020498,mid
ENSG00000164978_NUDT2,7.979216433,mid
ENSG00000129696_TTI2,7.97898717,mid
ENSG00000135637_CCDC142,7.978947856,mid
ENSG00000189377_CXCL17,7.978710354,mid
ENSG00000273033_LINC02035,7.978004728,mid
ENSG00000164953_TMEM67,7.977639835,mid
ENSG00000078018_MAP2,7.976393047,mid
ENSG00000128604_IRF5,7.976195175,mid
ENSG00000204438_GPANK1,7.9756049,mid
ENSG00000105327_BBC3,7.975044769,mid
ENSG00000274641_HIST1H2BO,7.974763647,mid
ENSG00000136231_IGF2BP3,7.973786352,mid
ENSG00000149636_DSN1,7.973456555,mid
ENSG00000129173_E2F8,7.972458224,mid
ENSG00000096968_JAK2,7.97152998,mid
ENSG00000162520_SYNC,7.971268724,mid
ENSG00000168569_TMEM223,7.968990892,mid
ENSG00000151611_MMAA,7.968573257,mid
ENSG00000170917_NUDT6,7.967428842,mid
ENSG00000159055_MIS18A,7.967359427,mid
ENSG00000262246_CORO7,7.966273617,mid
ENSG00000108375_RNF43,7.965681797,mid
ENSG00000120915_EPHX2,7.965355908,mid
ENSG00000141738_GRB7,7.965346165,mid
ENSG00000173465_ZNRD2,7.965204292,mid
ENSG00000137460_FHDC1,7.964675505,mid
ENSG00000164318_EGFLAM,7.964272921,mid
ENSG00000138658_ZGRF1,7.963827807,mid
ENSG00000101000_PROCR,7.963500507,mid
ENSG00000062370_ZNF112,7.962912091,mid
ENSG00000099377_HSD3B7,7.962468716,mid
ENSG00000105948_TTC26,7.962135299,mid
ENSG00000103199_ZNF500,7.959922782,mid
ENSG00000164885_CDK5,7.95982017,mid
ENSG00000241127_YAE1,7.959200324,mid
ENSG00000151014_NOCT,7.958873724,mid
ENSG00000254726_MEX3A,7.958564306,mid
ENSG00000111665_CDCA3,7.957757625,mid
ENSG00000166886_NAB2,7.95685593,mid
ENSG00000105808_RASA4,7.956714089,mid
ENSG00000026025_VIM,7.955924185,mid
ENSG00000144445_KANSL1L,7.955902385,mid
ENSG00000109016_DHRS7B,7.954781388,mid
ENSG00000186160_CYP4Z1,7.953434353,mid
ENSG00000136732_GYPC,7.95340288,mid
ENSG00000107796_ACTA2,7.952281635,mid
ENSG00000100360_IFT27,7.950955434,mid
ENSG00000163637_PRICKLE2,7.950810947,mid
ENSG00000186017_ZNF566,7.950225806,mid
ENSG00000145331_TRMT10A,7.94952305,mid
ENSG00000134215_VAV3,7.949420323,mid
ENSG00000005469_CROT,7.948485772,mid
ENSG00000185361_TNFAIP8L1,7.947738279,mid
ENSG00000204642_HLA-F,7.947697345,mid
ENSG00000168228_ZCCHC4,7.947144698,mid
ENSG00000183814_LIN9,7.946468359,mid
ENSG00000137628_DDX60,7.946365035,mid
ENSG00000169752_NRG4,7.946206959,mid
ENSG00000278588_HIST1H2BI,7.945176068,mid
ENSG00000101945_SUV39H1,7.943079756,mid
ENSG00000132436_FIGNL1,7.941258843,mid
ENSG00000127311_HELB,7.940640301,mid
ENSG00000247516_MIR4458HG,7.939666525,mid
ENSG00000204147_ASAH2B,7.939008505,mid
ENSG00000175806_MSRA,7.938430834,mid
ENSG00000120539_MASTL,7.938204803,mid
ENSG00000090339_ICAM1,7.937966941,mid
ENSG00000170684_ZNF296,7.936909436,mid
ENSG00000072422_RHOBTB1,7.936392947,mid
ENSG00000168778_TCTN2,7.936357938,mid
ENSG00000169258_GPRIN1,7.93630482,mid
ENSG00000164659_KIAA1324L,7.935882215,mid
ENSG00000148735_PLEKHS1,7.934991254,mid
ENSG00000103343_ZNF174,7.933853543,mid
ENSG00000137185_ZSCAN9,7.932321791,mid
ENSG00000261052_SULT1A3,7.930788975,mid
ENSG00000169635_HIC2,7.930227389,mid
ENSG00000264247_LINC00909,7.929126746,mid
ENSG00000197619_ZNF615,7.928859954,mid
ENSG00000130758_MAP3K10,7.927855661,mid
ENSG00000162591_MEGF6,7.927267528,mid
ENSG00000069509_FUNDC1,7.926896062,mid
ENSG00000094841_UPRT,7.926544712,mid
ENSG00000067365_METTL22,7.925579816,mid
ENSG00000198393_ZNF26,7.924889107,mid
ENSG00000011478_QPCTL,7.923552089,mid
ENSG00000105173_CCNE1,7.92308125,mid
ENSG00000100564_PIGH,7.922996466,mid
ENSG00000189337_KAZN,7.922839326,mid
ENSG00000106733_NMRK1,7.922423581,mid
ENSG00000140104_CLBA1,7.922272414,mid
ENSG00000138311_ZNF365,7.922119161,mid
ENSG00000172409_CLP1,7.921022255,mid
ENSG00000131773_KHDRBS3,7.919752604,mid
ENSG00000155016_CYP2U1,7.919747066,mid
ENSG00000101400_SNTA1,7.919201911,mid
ENSG00000226419_SLC16A1-AS1,7.919195862,mid
ENSG00000011132_APBA3,7.918677567,mid
ENSG00000108384_RAD51C,7.91705381,mid
ENSG00000204366_ZBTB12,7.91541655,mid
ENSG00000204262_COL5A2,7.915224468,mid
ENSG00000178229_ZNF543,7.914739915,mid
ENSG00000065600_PACC1,7.914409521,mid
ENSG00000011105_TSPAN9,7.91391304,mid
ENSG00000196544_BORCS6,7.91299012,mid
ENSG00000000971_CFH,7.911981452,mid
ENSG00000113966_ARL6,7.911371096,mid
ENSG00000121671_CRY2,7.911120079,mid
ENSG00000197385_ZNF860,7.91068543,mid
ENSG00000129007_CALML4,7.910511867,mid
ENSG00000277203_F8A1,7.908406568,mid
ENSG00000164291_ARSK,7.90578588,mid
ENSG00000143228_NUF2,7.905670068,mid
ENSG00000175213_ZNF408,7.904907847,mid
ENSG00000188493_C19orf54,7.90378815,mid
ENSG00000174628_IQCK,7.903663552,mid
ENSG00000181027_FKRP,7.902095793,mid
ENSG00000133101_CCNA1,7.900904861,mid
ENSG00000141933_TPGS1,7.899332048,mid
ENSG00000189195_BTBD8,7.89915028,mid
ENSG00000164620_RELL2,7.898171178,mid
ENSG00000185842_DNAH14,7.897966567,mid
ENSG00000158856_DMTN,7.895554689,mid
ENSG00000167595_PROSER3,7.895221775,mid
ENSG00000185920_PTCH1,7.894379546,mid
ENSG00000122481_RWDD3,7.894176667,mid
ENSG00000109846_CRYAB,7.89395945,mid
ENSG00000083828_ZNF586,7.893090444,mid
ENSG00000111801_BTN3A3,7.892851026,mid
ENSG00000118507_AKAP7,7.892776317,mid
ENSG00000106100_NOD1,7.892751336,mid
ENSG00000137673_MMP7,7.892509752,mid
ENSG00000255737_AGAP2-AS1,7.892184395,mid
ENSG00000270800_RPS10-NUDT3,7.890161843,mid
ENSG00000150433_TMEM218,7.890083256,mid
ENSG00000067191_CACNB1,7.889313909,mid
ENSG00000152926_ZNF117,7.888973758,mid
ENSG00000145723_GIN1,7.888894839,mid
ENSG00000215790_SLC35E2A,7.888342672,mid
ENSG00000186814_ZSCAN30,7.887962445,mid
ENSG00000132334_PTPRE,7.886471923,mid
ENSG00000152348_ATG10,7.886381488,mid
ENSG00000228649_SNHG26,7.884623829,mid
ENSG00000113119_TMCO6,7.883909267,mid
ENSG00000138670_RASGEF1B,7.883457781,mid
ENSG00000180340_FZD2,7.882141813,mid
ENSG00000169203_NPIPB12,7.881928566,mid
ENSG00000160223_ICOSLG,7.880892188,mid
ENSG00000212719_LINC02693,7.879055526,mid
ENSG00000253716_MINCR,7.878567561,mid
ENSG00000171703_TCEA2,7.877220674,mid
ENSG00000143816_WNT9A,7.875519668,mid
ENSG00000150401_DCUN1D2,7.874244097,mid
ENSG00000156603_MED19,7.873647003,mid
ENSG00000141499_WRAP53,7.871773674,mid
ENSG00000155868_MED7,7.871469282,mid
ENSG00000145882_PCYOX1L,7.870793877,mid
ENSG00000277701_AC159540.2,7.870417106,mid
ENSG00000101276_SLC52A3,7.869505227,mid
ENSG00000088727_KIF9,7.869474889,mid
ENSG00000168803_ADAL,7.868740792,mid
ENSG00000173681_BCLAF3,7.86865856,mid
ENSG00000184209_SNRNP35,7.867827995,mid
ENSG00000140848_CPNE2,7.867734875,mid
ENSG00000174132_FAM174A,7.867564877,mid
ENSG00000112039_FANCE,7.866891006,mid
ENSG00000213918_DNASE1,7.862966306,mid
ENSG00000135617_PRADC1,7.862336147,mid
ENSG00000166165_CKB,7.861660937,mid
ENSG00000175305_CCNE2,7.861202993,mid
ENSG00000278535_DHRS11,7.860883361,mid
ENSG00000158321_AUTS2,7.860855179,mid
ENSG00000164309_CMYA5,7.858695431,mid
ENSG00000185561_TLCD2,7.858601484,mid
ENSG00000184857_TMEM186,7.858084539,mid
ENSG00000197142_ACSL5,7.857581283,mid
ENSG00000186166_CCDC84,7.85397292,mid
ENSG00000186088_GSAP,7.853969216,mid
ENSG00000144642_RBMS3,7.852953468,mid
ENSG00000054967_RELT,7.852622508,mid
ENSG00000130347_RTN4IP1,7.851822315,mid
ENSG00000232040_ZBED9,7.851435872,mid
ENSG00000164970_FAM219A,7.849715899,mid
ENSG00000168904_LRRC28,7.849189001,mid
ENSG00000116213_WRAP73,7.84874706,mid
ENSG00000118620_ZNF430,7.848384642,mid
ENSG00000238083_LRRC37A2,7.846380691,mid
ENSG00000081059_TCF7,7.846320075,mid
ENSG00000132970_WASF3,7.845646042,mid
ENSG00000138336_TET1,7.844862278,mid
ENSG00000146267_FAXC,7.844202398,mid
ENSG00000130844_ZNF331,7.84378799,mid
ENSG00000165891_E2F7,7.843622823,mid
ENSG00000197506_SLC28A3,7.843308741,mid
ENSG00000176894_PXMP2,7.842373572,mid
ENSG00000163155_LYSMD1,7.842174221,mid
ENSG00000106701_FSD1L,7.841850128,mid
ENSG00000133805_AMPD3,7.840683205,mid
ENSG00000169972_PUSL1,7.840080088,mid
ENSG00000174799_CEP135,7.839846789,mid
ENSG00000162757_C1orf74,7.838641037,mid
ENSG00000184584_TMEM173,7.838495538,mid
ENSG00000128694_OSGEPL1,7.838451212,mid
ENSG00000263590_LINC02591,7.837804424,mid
ENSG00000172171_TEFM,7.836919689,mid
ENSG00000261326_LINC01355,7.836297266,mid
ENSG00000151065_DCP1B,7.836185723,mid
ENSG00000136161_RCBTB2,7.835316861,mid
ENSG00000173269_MMRN2,7.834941538,mid
ENSG00000127220_ABHD8,7.83445761,mid
ENSG00000100490_CDKL1,7.832569644,mid
ENSG00000196814_MVB12B,7.831894478,mid
ENSG00000164898_FMC1,7.831883592,mid
ENSG00000204860_FAM201A,7.831800174,mid
ENSG00000118276_B4GALT6,7.831682509,mid
ENSG00000163481_RNF25,7.831481055,mid
ENSG00000184517_ZFP1,7.830567178,mid
ENSG00000150455_TIRAP,7.830441597,mid
ENSG00000158079_PTPDC1,7.829751517,mid
ENSG00000197948_FCHSD1,7.828671938,mid
ENSG00000260917_AL158212.3,7.828515106,mid
ENSG00000156853_ZNF689,7.82788579,mid
ENSG00000222011_FAM185A,7.827051017,mid
ENSG00000143156_NME7,7.826789691,mid
ENSG00000167711_SERPINF2,7.826291801,mid
ENSG00000070759_TESK2,7.823780462,mid
ENSG00000239697_TNFSF12,7.823272107,mid
ENSG00000104497_SNX16,7.823034437,mid
ENSG00000136936_XPA,7.821727116,mid
ENSG00000158715_SLC45A3,7.820812969,mid
ENSG00000172159_FRMD3,7.82054474,mid
ENSG00000174516_PELI3,7.820200119,mid
ENSG00000179588_ZFPM1,7.820013998,mid
ENSG00000167384_ZNF180,7.819854515,mid
ENSG00000164167_LSM6,7.819605791,mid
ENSG00000162585_FAAP20,7.819459733,mid
ENSG00000170537_TMC7,7.819224661,mid
ENSG00000185507_IRF7,7.816973135,mid
ENSG00000196151_WDSUB1,7.816850883,mid
ENSG00000144730_IL17RD,7.816204217,mid
ENSG00000139636_LMBR1L,7.814936764,mid
ENSG00000132879_FBXO44,7.814276415,mid
ENSG00000176476_SGF29,7.813031104,mid
ENSG00000165512_ZNF22,7.812677449,mid
ENSG00000114270_COL7A1,7.811969556,mid
ENSG00000185347_TEDC1,7.811211966,mid
ENSG00000182584_ACTL10,7.810503194,mid
ENSG00000138468_SENP7,7.810030179,mid
ENSG00000122592_HOXA7,7.808581112,mid
ENSG00000268858_AL118506.1,7.807801279,mid
ENSG00000148200_NR6A1,7.806725986,mid
ENSG00000185420_SMYD3,7.806239729,mid
ENSG00000181409_AATK,7.806140672,mid
ENSG00000121743_GJA3,7.805634582,mid
ENSG00000129226_CD68,7.805461719,mid
ENSG00000198074_AKR1B10,7.805184778,mid
ENSG00000010539_ZNF200,7.804856189,mid
ENSG00000158186_MRAS,7.804811023,mid
ENSG00000101665_SMAD7,7.803553159,mid
ENSG00000281344_HELLPAR,7.803181735,mid
ENSG00000074621_SLC24A1,7.801610407,mid
ENSG00000168301_KCTD6,7.800874101,mid
ENSG00000102243_VGLL1,7.800718566,mid
ENSG00000178718_RPP25,7.800037018,mid
ENSG00000169231_THBS3,7.799737011,mid
ENSG00000175611_LINC00476,7.799721964,mid
ENSG00000213397_HAUS7,7.799155587,mid
ENSG00000184831_APOO,7.795954395,mid
ENSG00000205423_CNEP1R1,7.795226012,mid
ENSG00000167536_DHRS13,7.794942722,mid
ENSG00000139133_ALG10,7.792125455,mid
ENSG00000215883_CYB5RL,7.791283115,mid
ENSG00000217555_CKLF,7.790957061,mid
ENSG00000247271_ZBED5-AS1,7.788927976,mid
ENSG00000143224_PPOX,7.788574727,mid
ENSG00000132749_TESMIN,7.786707637,mid
ENSG00000133794_ARNTL,7.786232142,mid
ENSG00000126460_PRRG2,7.785975176,mid
ENSG00000158966_CACHD1,7.785088666,mid
ENSG00000262714_AC007342.5,7.784001641,mid
ENSG00000077152_UBE2T,7.783907556,mid
ENSG00000142065_ZFP14,7.782926048,mid
ENSG00000198746_GPATCH3,7.78256631,mid
ENSG00000116771_AGMAT,7.782334915,mid
ENSG00000147536_GINS4,7.781863423,mid
ENSG00000198919_DZIP3,7.78141104,mid
ENSG00000188158_NHS,7.781164815,mid
ENSG00000063176_SPHK2,7.780787196,mid
ENSG00000271122_AC018647.2,7.780262462,mid
ENSG00000228794_LINC01128,7.77970353,mid
ENSG00000154839_SKA1,7.77790839,mid
ENSG00000250899_AC125807.2,7.777491104,mid
ENSG00000239911_PRKAG2-AS1,7.777470554,mid
ENSG00000111450_STX2,7.774277929,mid
ENSG00000119772_DNMT3A,7.773955669,mid
ENSG00000187626_ZKSCAN4,7.773451976,mid
ENSG00000260244_AC104083.1,7.773115299,mid
ENSG00000256087_ZNF432,7.769874963,mid
ENSG00000119922_IFIT2,7.766293157,mid
ENSG00000276547_PCDHGB5,7.764099822,mid
ENSG00000115425_PECR,7.763243356,mid
ENSG00000204344_STK19,7.763213416,mid
ENSG00000107968_MAP3K8,7.761272985,mid
ENSG00000103066_PLA2G15,7.75866598,mid
ENSG00000273045_C2orf15,7.758437564,mid
ENSG00000273018_FAM106A,7.757010404,mid
ENSG00000138738_PRDM5,7.755946974,mid
ENSG00000171448_ZBTB26,7.755939652,mid
ENSG00000173818_ENDOV,7.755672057,mid
ENSG00000159714_ZDHHC1,7.755573339,mid
ENSG00000075131_TIPIN,7.754558886,mid
ENSG00000175782_SLC35E3,7.754234833,mid
ENSG00000164241_C5orf63,7.75420255,mid
ENSG00000088854_C20orf194,7.754079051,mid
ENSG00000024862_CCDC28A,7.75346155,mid
ENSG00000204681_GABBR1,7.752570661,mid
ENSG00000188283_ZNF383,7.751836804,mid
ENSG00000197355_UAP1L1,7.7512682,mid
ENSG00000250565_ATP6V1E2,7.750836197,mid
ENSG00000106330_MOSPD3,7.750660548,mid
ENSG00000175745_NR2F1,7.749671794,mid
ENSG00000083454_P2RX5,7.749027143,mid
ENSG00000243749_TMEM35B,7.746468731,mid
ENSG00000156374_PCGF6,7.746341632,mid
ENSG00000204152_TIMM23B,7.745924123,mid
ENSG00000114268_PFKFB4,7.745224763,mid
ENSG00000131067_GGT7,7.744081826,mid
ENSG00000146776_ATXN7L1,7.743774873,mid
ENSG00000182378_PLCXD1,7.743750176,mid
ENSG00000121690_DEPDC7,7.743365545,mid
ENSG00000119632_IFI27L2,7.742758556,mid
ENSG00000133619_KRBA1,7.742721696,mid
ENSG00000188878_FBF1,7.742034827,mid
ENSG00000120458_MSANTD2,7.741562082,mid
ENSG00000131061_ZNF341,7.741446674,mid
ENSG00000213337_ANKRD39,7.74053292,mid
ENSG00000197362_ZNF786,7.739911388,mid
ENSG00000259070_LINC00639,7.739564599,mid
ENSG00000135245_HILPDA,7.73852408,mid
ENSG00000069482_GAL,7.736756599,mid
ENSG00000196981_WDR5B,7.736561719,mid
ENSG00000176182_MYPOP,7.736276285,mid
ENSG00000196074_SYCP2,7.736094958,mid
ENSG00000248429_FAM198B-AS1,7.735508606,mid
ENSG00000159788_RGS12,7.734121971,mid
ENSG00000113594_LIFR,7.733573736,mid
ENSG00000171428_NAT1,7.732141512,mid
ENSG00000124508_BTN2A2,7.731181442,mid
ENSG00000151376_ME3,7.730865361,mid
ENSG00000239887_C1orf226,7.730669629,mid
ENSG00000275126_HIST1H4L,7.729996159,mid
ENSG00000124074_ENKD1,7.72726549,mid
ENSG00000203705_TATDN3,7.727178546,mid
ENSG00000153898_MCOLN2,7.723450553,mid
ENSG00000108474_PIGL,7.720574635,mid
ENSG00000105497_ZNF175,7.719381896,mid
ENSG00000169246_NPIPB3,7.718878921,mid
ENSG00000261578_AP003119.3,7.718676138,mid
ENSG00000124613_ZNF391,7.717607638,mid
ENSG00000077782_FGFR1,7.717306974,mid
ENSG00000106772_PRUNE2,7.716510249,mid
