gene_id,x_comparison_id,x_baseline_mode,x_baseline_label,x_condition_label,x_baseline_rank,x_condition_rank,x_rank_shift,x_band,y_comparison_id,y_baseline_mode,y_baseline_label,y_condition_label,y_baseline_rank,y_condition_rank,y_rank_shift,y_band,x_axis_label,y_axis_label
ENSG00000160214_RRP1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5232,4458,774,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4387,3470,917,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000035681_NSMAF,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5233,5009,224,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4782,4500,282,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000130254_SAFB2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5234,4964,270,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4259,2844,1415,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000166225_FRS2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5235,5274,-39,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5746,6699,-953,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000117751_PPP1R8,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5236,5125,111,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5413,6058,-645,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000104312_RIPK2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5237,4897,340,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5595,6351,-756,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000151748_SAV1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5238,5145,93,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5751,6625,-874,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000113240_CLK4,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5239,5373,-134,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5064,5581,-517,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000159111_MRPL10,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5240,5324,-84,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5614,6484,-870,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000147010_SH3KBP1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5241,4651,590,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4955,5287,-332,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000020577_SAMD4A,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5242,5487,-245,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5267,4310,957,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000119977_TCTN3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5243,5098,145,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5352,5450,-98,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000188735_TMEM120B,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5244,5713,-469,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5582,3859,1723,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
LYT2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5245,5642,-397,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4827,4359,468,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000167118_URM1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5246,5356,-110,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5456,5548,-92,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000185219_ZNF445,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5247,5315,-68,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5126,4034,1092,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000116266_STXBP3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5248,5454,-206,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5410,5937,-527,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000100968_NFATC4,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5249,6097,-848,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5024,2791,2233,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000064651_SLC12A2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5250,5244,6,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4907,5947,-1040,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000180694_TMEM64,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5251,4886,365,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,6137,7202,-1065,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000102882_MAPK3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5252,5986,-734,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,6035,6485,-450,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000164896_FASTK,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5253,5577,-324,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5079,3398,1681,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000136560_TANK,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5254,5196,58,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5179,5760,-581,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000159263_SIM2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5255,5533,-278,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4758,4266,492,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000164631_ZNF12,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5256,5706,-450,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5688,5379,309,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000182400_TRAPPC6B,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5257,5121,136,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5545,6496,-951,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000143061_IGSF3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5258,5346,-88,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4802,4426,376,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000198894_CIPC,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5259,4237,1022,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4561,4928,-367,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000157916_RER1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5260,5515,-255,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5579,5467,112,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000168994_PXDC1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5261,6084,-823,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4472,5350,-878,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000128534_LSM8,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5262,5138,124,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5561,6662,-1101,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000161267_BDH1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5263,5874,-611,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5783,5383,400,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000101199_ARFGAP1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5264,5280,-16,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4983,3065,1918,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000183735_TBK1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5265,4843,422,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5025,5597,-572,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000234912_SNHG20,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5266,5411,-145,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5092,4140,952,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000141582_CBX4,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5267,5179,88,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5354,5721,-367,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000132481_TRIM47,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5268,4420,848,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4588,4112,476,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000198053_SIRPA,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5269,5266,3,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,6160,5401,759,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000179119_SPTY2D1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5270,5221,49,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,6053,6870,-817,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000124181_PLCG1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5271,6417,-1146,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4784,2682,2102,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000168014_C2CD3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5272,5394,-122,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4889,3694,1195,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000112773_TENT5A,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5273,5012,261,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,6645,7536,-891,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000196199_MPHOSPH8,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5274,5819,-545,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5255,4179,1076,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000185950_IRS2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5275,4605,670,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,2950,3339,-389,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000145216_FIP1L1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5276,5172,104,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5312,4900,412,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000116337_AMPD2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5277,4933,344,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4389,3018,1371,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000204839_MROH6,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5278,4699,579,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4037,2343,1694,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000111961_SASH1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5279,5431,-152,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4690,4966,-276,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000154723_ATP5PF,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5280,5057,223,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5674,6678,-1004,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000230124_ACBD6,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5281,5219,62,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4919,4108,811,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000048392_RRM2B,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5282,4694,588,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5339,6998,-1659,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000054611_TBC1D22A,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5283,5893,-610,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5395,4553,842,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000158467_AHCYL2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5284,5535,-251,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,6050,6572,-522,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000253710_ALG11,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5285,5129,156,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5209,6014,-805,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000146828_SLC12A9,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5286,5945,-659,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5687,3648,2039,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000113318_MSH3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5287,5495,-208,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5398,5333,65,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000164109_MAD2L1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5288,3448,1840,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,3710,5178,-1468,other,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000049323_LTBP1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5289,5991,-702,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,6751,6477,274,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000163961_RNF168,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5290,4629,661,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5112,5101,11,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000182628_SKA2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5291,4671,620,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5169,7012,-1843,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000066926_FECH,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5292,5879,-587,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5797,6734,-937,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000140199_SLC12A6,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5293,5665,-372,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4654,5235,-581,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000144233_AMMECR1L,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5294,5164,130,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4882,4940,-58,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000106290_TAF6,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5295,5111,184,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4857,4354,503,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000197119_SLC25A29,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5296,6012,-716,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5831,4188,1643,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000125657_TNFSF9,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5297,4839,458,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5812,6167,-355,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000173272_MZT2A,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5298,4803,495,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,4998,5063,-65,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000132313_MRPL35,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5299,4904,395,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5299,6242,-943,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000081307_UBA5,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5300,5075,225,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5424,5668,-244,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000186470_BTN3A2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5301,4913,388,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5638,5955,-317,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000115935_WIPF1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5302,5811,-509,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5615,6494,-879,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000023041_ZDHHC6,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5303,5093,210,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5102,4563,539,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000211450_SELENOH,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5304,6122,-818,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,6185,7021,-836,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000165832_TRUB1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5305,5160,145,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5945,6965,-1020,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000110921_MVK,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5306,5032,274,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5723,5416,307,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000117000_RLF,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5307,4938,369,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5176,5773,-597,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000155034_FBXL18,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,5308,5643,-335,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,5122,4271,851,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
