gene_id,x_comparison_id,x_baseline_mode,x_baseline_label,x_condition_label,x_baseline_rank,x_condition_rank,x_rank_shift,x_band,y_comparison_id,y_baseline_mode,y_baseline_label,y_condition_label,y_baseline_rank,y_condition_rank,y_rank_shift,y_band,x_axis_label,y_axis_label
ENSG00000143546_S100A8,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8879,6300,2579,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,11039,12133,-1094,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000157870_PRXL2B,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8880,9552,-672,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9673,9914,-241,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000128228_SDF2L1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8881,8972,-91,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9715,9862,-147,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000122420_PTGFR,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8882,10103,-1221,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,10571,11251,-680,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000179348_GATA2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8883,8731,152,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8508,8573,-65,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000135116_HRK,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8884,8778,106,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8347,9199,-852,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000244045_TMEM199,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8885,8826,59,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8830,8574,256,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000114270_COL7A1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8886,9174,-288,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,7710,4617,3093,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000113790_EHHADH,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8887,8348,539,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8897,9694,-797,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000155792_DEPTOR,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8888,9027,-139,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9171,9590,-419,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000273604_EPOP,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8889,8281,608,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8391,8646,-255,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000070759_TESK2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8890,9195,-305,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9147,9637,-490,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000181982_CCDC149,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8891,8863,28,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9026,8764,262,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000144681_STAC,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8892,8868,24,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8132,8768,-636,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000166897_ELFN2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8893,8611,282,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8474,5582,2892,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000196116_TDRD7,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8894,8836,58,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8668,9009,-341,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000135953_MFSD9,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8895,9083,-188,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9284,9231,53,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000085185_BCORL1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8896,9057,-161,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8873,8626,247,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000141026_MED9,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8897,9016,-119,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9043,8956,87,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000108375_RNF43,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8898,9389,-491,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9666,9492,174,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000146143_PRIM2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8899,8025,874,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,7869,8403,-534,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000101189_MRGBP,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8900,8514,386,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8628,8807,-179,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000240230_COX19,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8901,8877,24,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8450,7825,625,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000167272_POP5,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8902,8905,-3,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9056,9135,-79,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000166261_ZNF202,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8903,8500,403,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,7971,6959,1012,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000234444_ZNF736,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8904,9041,-137,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9154,9210,-56,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000167562_ZNF701,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8905,8979,-74,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8768,8137,631,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000170442_KRT86,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8906,9457,-551,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9708,9942,-234,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000078124_ACER3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8907,8661,246,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8374,8957,-583,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000129472_RAB2B,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8908,8713,195,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9042,9708,-666,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000166199_ALKBH3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8909,8931,-22,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9012,9226,-214,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000198182_ZNF607,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8910,8776,134,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9120,8878,242,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000179627_ZBTB42,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8911,9788,-877,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9646,9666,-20,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000171103_TRMT61B,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8912,8368,544,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8434,8193,241,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000168096_ANKS3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8913,9234,-321,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8101,5908,2193,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000277534_AC007996.1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8914,8402,512,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8661,9248,-587,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000111445_RFC5,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8915,8333,582,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8479,8771,-292,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000156795_WDYHV1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8916,8517,399,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8952,8972,-20,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000137563_GGH,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8917,7258,1659,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,7429,8591,-1162,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000181649_PHLDA2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8918,9144,-226,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9572,8879,693,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000118197_DDX59,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8919,9009,-90,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8749,9079,-330,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000188092_GPR89B,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8920,8541,379,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8788,7993,795,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000175414_ARL10,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8921,8991,-70,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9095,9108,-13,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000155858_LSM11,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8922,8612,310,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8425,9356,-931,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000142875_PRKACB,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8923,9068,-145,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9608,10143,-535,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000226419_SLC16A1-AS1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8924,8650,274,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,7846,5479,2367,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000284976_BX255925.3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8925,9668,-743,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8993,7812,1181,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000115520_COQ10B,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8926,9133,-207,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9482,10356,-874,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000169019_COMMD8,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8927,8939,-12,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9189,10215,-1026,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000169203_NPIPB12,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8928,8737,191,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,7129,4351,2778,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000132434_LANCL2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8929,8981,-52,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9220,9567,-347,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000104427_ZC2HC1A,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8930,9164,-234,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9188,9448,-260,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000089123_TASP1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8931,8764,167,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8641,7980,661,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000158825_CDA,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8932,9505,-573,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9322,10587,-1265,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000164053_ATRIP,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8933,8515,418,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,7945,7207,738,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000165474_GJB2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8934,8683,251,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9516,9493,23,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000138347_MYPN,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8935,10169,-1234,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9591,9335,256,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000146243_IRAK1BP1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8936,9252,-316,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9690,10071,-381,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000196449_YRDC,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8937,8933,4,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9327,9680,-353,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000165115_KIF27,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8938,8780,158,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8298,8096,202,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000068784_SRBD1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8939,8781,158,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8477,8517,-40,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000161642_ZNF385A,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8940,9553,-613,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,10578,10885,-307,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000187994_RINL,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8941,8986,-45,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9495,9578,-83,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000123609_NMI,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8942,9118,-176,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9615,10289,-674,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000126458_RRAS,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8943,9460,-517,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9492,9998,-506,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000155329_ZCCHC10,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8944,8994,-50,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9360,10117,-757,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000064995_TAF11,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8945,8692,253,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8982,9188,-206,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000197696_NMB,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8946,7632,1314,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9379,9499,-120,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000027847_B4GALT7,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8947,8858,89,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9187,7928,1259,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000285410_GABPB1-IT1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8948,8505,443,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8627,8730,-103,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000273329_AC078846.1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8949,8889,60,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9112,7906,1206,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000137834_SMAD6,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8950,9740,-790,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,10568,9577,991,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000113971_NPHP3,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8951,8841,110,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,8251,6219,2032,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000169016_E2F6,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8952,8968,-16,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9017,9146,-129,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000119661_DNAL1,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8953,8999,-46,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9406,9700,-294,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000067606_PRKCZ,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8954,9283,-329,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9191,8568,623,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
ENSG00000164620_RELL2,matched::24 h Ctrl__vs__24 h Tam,matched,24 h Ctrl,24 h Tam,8955,9516,-561,mid,matched::24 h D__vs__24 h DT,matched,24 h D,24 h DT,9593,8748,845,mid,"Dox OFF: Tam vs Ctrl
Tam/MYC-ER ON vs OFF","Dox ON: DT vs D
Tam/MYC-ER ON vs OFF"
