timepoint	condition	x	density
4h	Ctrl	9.204301075268818	0.1405261505315094
4h	Ctrl	9.225806451612904	0.14117815578209472
4h	Ctrl	9.24731182795699	0.14180056651797393
4h	Ctrl	9.268817204301076	0.1423948969695494
4h	Ctrl	9.290322580645162	0.1429640057784705
4h	Ctrl	9.311827956989248	0.14350972606118584
4h	Ctrl	9.333333333333334	0.14403543045442124
4h	Ctrl	9.35483870967742	0.14454317013999043
4h	Ctrl	9.376344086021506	0.145035496796249
4h	Ctrl	9.397849462365592	0.14551361945037744
4h	Ctrl	9.419354838709678	0.14597869666806854
4h	Ctrl	9.440860215053764	0.14643241035874363
4h	Ctrl	9.46236559139785	0.14687583442338395
4h	Ctrl	9.483870967741936	0.1473089392812059
4h	Ctrl	9.505376344086022	0.14773250062382837
4h	Ctrl	9.526881720430108	0.14814610974520173
4h	Ctrl	9.548387096774194	0.14854905371818455
4h	Ctrl	9.56989247311828	0.148940798117964
4h	Ctrl	9.591397849462366	0.14932123757703142
4h	Ctrl	9.612903225806452	0.1496895919731393
4h	Ctrl	9.634408602150538	0.1500457825740195
4h	Ctrl	9.655913978494624	0.15038900941456937
4h	Ctrl	9.67741935483871	0.15071898282191004
4h	Ctrl	9.698924731182796	0.1510351305697354
4h	Ctrl	9.720430107526882	0.1513382740068178
4h	Ctrl	9.741935483870968	0.15162709429320873
4h	Ctrl	9.763440860215054	0.15190140483853473
4h	Ctrl	9.78494623655914	0.15216169484089878
4h	Ctrl	9.806451612903226	0.15240708359096483
4h	Ctrl	9.827956989247312	0.15263779771311306
4h	Ctrl	9.849462365591398	0.15285318461112865
4h	Ctrl	9.870967741935484	0.15305171669839565
4h	Ctrl	9.89247311827957	0.15323319597804905
4h	Ctrl	9.913978494623656	0.15339458398519842
4h	Ctrl	9.935483870967742	0.15353555798403304
4h	Ctrl	9.956989247311828	0.15365301618627117
4h	Ctrl	9.978494623655914	0.1537450409355703
4h	Ctrl	10.0	0.15380895535958056
4h	Ctrl	10.021505376344086	0.15384337335499101
4h	Ctrl	10.043010752688172	0.15384466107354858
4h	Ctrl	10.064516129032258	0.15381037671166026
4h	Ctrl	10.086021505376344	0.15373892432390918
4h	Ctrl	10.107526881720432	0.1536278256356444
4h	Ctrl	10.129032258064518	0.15347638575310296
4h	Ctrl	10.150537634408604	0.15328291835963578
4h	Ctrl	10.17204301075269	0.15304708258142838
4h	Ctrl	10.193548387096776	0.15276791100335074
4h	Ctrl	10.215053763440862	0.15244672272623172
4h	Ctrl	10.236559139784948	0.1520844110331514
4h	Ctrl	10.258064516129034	0.15168159963065833
4h	Ctrl	10.27956989247312	0.15124200574174615
4h	Ctrl	10.301075268817206	0.15076618605815734
4h	Ctrl	10.322580645161292	0.15025758151140362
4h	Ctrl	10.344086021505378	0.1497196290558923
4h	Ctrl	10.365591397849464	0.14915538346936585
4h	Ctrl	10.38709677419355	0.14856788519109368
4h	Ctrl	10.408602150537636	0.1479607158995102
4h	Ctrl	10.430107526881722	0.1473369516506144
4h	Ctrl	10.451612903225808	0.14669973085875293
4h	Ctrl	10.473118279569894	0.14605144627835834
4h	Ctrl	10.49462365591398	0.1453946020393506
4h	Ctrl	10.516129032258066	0.144730473596794
4h	Ctrl	10.537634408602152	0.14406222335961982
4h	Ctrl	10.559139784946238	0.14338906484074904
4h	Ctrl	10.580645161290324	0.1427121251497941
4h	Ctrl	10.60215053763441	0.14203124271643133
4h	Ctrl	10.623655913978496	0.1413456640337778
4h	Ctrl	10.645161290322582	0.1406537307643196
4h	Ctrl	10.666666666666668	0.13995422241393352
4h	Ctrl	10.688172043010754	0.1392441576755198
4h	Ctrl	10.70967741935484	0.13852116897814348
4h	Ctrl	10.731182795698926	0.13778193581093987
4h	Ctrl	10.752688172043012	0.13702331792490213
4h	Ctrl	10.774193548387098	0.13624181663917073
4h	Ctrl	10.795698924731184	0.13543443305688835
4h	Ctrl	10.81720430107527	0.13459758530241156
4h	Ctrl	10.838709677419356	0.1337276834749434
4h	Ctrl	10.860215053763442	0.13282205486336843
4h	Ctrl	10.881720430107528	0.13187795638055164
4h	Ctrl	10.903225806451614	0.13089359127936834
4h	Ctrl	10.9247311827957	0.1298672377410782
4h	Ctrl	10.946236559139786	0.12879795450254766
4h	Ctrl	10.967741935483872	0.12768388856828453
4h	Ctrl	10.989247311827958	0.1265264122544725
4h	Ctrl	11.010752688172044	0.12532616241607641
4h	Ctrl	11.03225806451613	0.12408369764285265
4h	Ctrl	11.053763440860216	0.12280097667712563
4h	Ctrl	11.075268817204302	0.1214796818803328
4h	Ctrl	11.096774193548388	0.12012211587081034
4h	Ctrl	11.118279569892474	0.11873230127581999
4h	Ctrl	11.13978494623656	0.11731233859035847
4h	Ctrl	11.161290322580646	0.11586559372049951
4h	Ctrl	11.182795698924732	0.11439578786780219
4h	Ctrl	11.204301075268818	0.1129059123682402
4h	Ctrl	11.225806451612904	0.11139896472242627
4h	Ctrl	11.24731182795699	0.10987837298683863
4h	Ctrl	11.268817204301076	0.10834664426032924
4h	Ctrl	11.290322580645162	0.10680687969189057
4h	Ctrl	11.311827956989248	0.10526148051894751
4h	Ctrl	11.333333333333334	0.10371213863645301
4h	Ctrl	11.35483870967742	0.10216171287848559
4h	Ctrl	11.376344086021506	0.10061096912322079
4h	Ctrl	11.397849462365592	0.09906238278694306
