contrast_id	gene_id	baseline_bin	n_methods	spread_iqr	phase
DT_vs_D_4h	ENSG00000084623_EIF3I	Head	6	0.35592312989699915	Early
DT_vs_D_4h	ENSG00000084636_COL16A1	Non-head	6	0.5982466918095413	Early
DT_vs_D_4h	ENSG00000084652_TXLNA	Non-head	6	0.15263764386362721	Early
DT_vs_D_4h	ENSG00000084674_APOB	Non-head	6	0.2636630228084606	Early
DT_vs_D_4h	ENSG00000084676_NCOA1	Non-head	6	0.4863167671828214	Early
DT_vs_D_4h	ENSG00000084693_AGBL5	Non-head	6	0.2274535924386707	Early
DT_vs_D_4h	ENSG00000084710_EFR3B	Non-head	6	0.35347585960803835	Early
DT_vs_D_4h	ENSG00000084731_KIF3C	Non-head	6	0.599573302508638	Early
DT_vs_D_4h	ENSG00000084733_RAB10	Head	6	0.5676531179230399	Early
DT_vs_D_4h	ENSG00000084754_HADHA	Head	6	0.42243292944136107	Early
DT_vs_D_4h	ENSG00000084764_MAPRE3	Non-head	6	0.27424869054946244	Early
DT_vs_D_4h	ENSG00000084774_CAD	Head	6	0.3960573697241314	Early
DT_vs_D_4h	ENSG00000085063_CD59	Head	6	0.07330333328831448	Early
DT_vs_D_4h	ENSG00000085117_CD82	Non-head	6	0.8950245865343767	Early
DT_vs_D_4h	ENSG00000085185_BCORL1	Non-head	6	0.5732418323243963	Early
DT_vs_D_4h	ENSG00000085224_ATRX	Head	6	0.10000984813120062	Early
DT_vs_D_4h	ENSG00000085231_AK6	Non-head	6	0.3126054003589118	Early
DT_vs_D_4h	ENSG00000085274_MYNN	Non-head	6	0.3918419974601327	Early
DT_vs_D_4h	ENSG00000085276_MECOM	Non-head	6	0.5301346308086157	Early
DT_vs_D_4h	ENSG00000085365_SCAMP1	Non-head	6	0.11022881219863004	Early
DT_vs_D_4h	ENSG00000085377_PREP	Non-head	6	0.5830426585217388	Early
DT_vs_D_4h	ENSG00000085382_HACE1	Non-head	6	0.14024626614194582	Early
DT_vs_D_4h	ENSG00000085415_SEH1L	Non-head	6	0.8064999770253648	Early
DT_vs_D_4h	ENSG00000085433_WDR47	Non-head	6	0.14861911805240619	Early
DT_vs_D_4h	ENSG00000085449_WDFY1	Non-head	6	0.35590905788839666	Early
DT_vs_D_4h	ENSG00000085465_OVGP1	Non-head	6	0.1643627543081453	Early
DT_vs_D_4h	ENSG00000085491_SLC25A24	Non-head	6	0.06388817905464089	Early
DT_vs_D_4h	ENSG00000085511_MAP3K4	Non-head	6	0.3807469552138356	Early
DT_vs_D_4h	ENSG00000085514_PILRA	Non-head	6	0.15376922587395758	Early
DT_vs_D_4h	ENSG00000085552_IGSF9	Non-head	6	0.058085503081535324	Early
DT_vs_D_4h	ENSG00000085644_ZNF213	Non-head	6	0.40478409338595833	Early
DT_vs_D_4h	ENSG00000085662_AKR1B1	Head	6	0.12819713387573772	Early
DT_vs_D_4h	ENSG00000085719_CPNE3	Head	6	0.16530230366222035	Early
DT_vs_D_4h	ENSG00000085721_RRN3	Non-head	6	0.08391258968498283	Early
DT_vs_D_4h	ENSG00000085733_CTTN	Head	6	0.1746454794306016	Early
DT_vs_D_4h	ENSG00000085741_WNT11	Non-head	6	0.2561558218366687	Early
DT_vs_D_4h	ENSG00000085760_MTIF2	Non-head	6	0.12640054399793776	Early
DT_vs_D_4h	ENSG00000085788_DDHD2	Non-head	6	0.06716833782479562	Early
DT_vs_D_4h	ENSG00000085831_TTC39A	Non-head	6	0.5892095194866325	Early
DT_vs_D_4h	ENSG00000085832_EPS15	Head	6	0.06245251223419246	Early
DT_vs_D_4h	ENSG00000085840_ORC1	Non-head	6	1.3003074605943539	Early
DT_vs_D_4h	ENSG00000085871_MGST2	Non-head	6	0.6630357851757426	Early
DT_vs_D_4h	ENSG00000085872_CHERP	Non-head	6	0.20335618200520456	Early
DT_vs_D_4h	ENSG00000085978_ATG16L1	Non-head	6	0.06872248763431854	Early
DT_vs_D_4h	ENSG00000085982_USP40	Non-head	6	0.1272424191508993	Early
DT_vs_D_4h	ENSG00000085998_POMGNT1	Non-head	6	0.07117055828888497	Early
DT_vs_D_4h	ENSG00000085999_RAD54L	Non-head	6	0.6038588532947302	Early
DT_vs_D_4h	ENSG00000086015_MAST2	Non-head	6	0.368639392273565	Early
DT_vs_D_4h	ENSG00000086061_DNAJA1	Head	6	0.4554759157241267	Early
DT_vs_D_4h	ENSG00000086062_B4GALT1	Head	6	0.47023093271764416	Early
DT_vs_D_4h	ENSG00000086065_CHMP5	Non-head	6	0.08535613483972893	Early
DT_vs_D_4h	ENSG00000086102_NFX1	Non-head	6	0.10581712633843421	Early
DT_vs_D_4h	ENSG00000086159_AQP6	Non-head	6	0.09177556974929237	Early
DT_vs_D_4h	ENSG00000086189_DIMT1	Non-head	6	0.31525052425427613	Early
DT_vs_D_4h	ENSG00000086200_IPO11	Non-head	6	0.06263128232471227	Early
DT_vs_D_4h	ENSG00000086232_EIF2AK1	Head	6	0.4829051658531434	Early
DT_vs_D_4h	ENSG00000086300_SNX10	Non-head	6	0.28036396854643497	Early
DT_vs_D_4h	ENSG00000086475_SEPHS1	Non-head	6	0.1592433079676075	Early
DT_vs_D_4h	ENSG00000086504_MRPL28	Non-head	6	0.45670790009516193	Early
DT_vs_D_4h	ENSG00000086544_ITPKC	Non-head	6	0.3925936406365007	Early
DT_vs_D_4h	ENSG00000086548_CEACAM6	Non-head	6	0.3485770882337822	Early
DT_vs_D_4h	ENSG00000086570_FAT2	Non-head	6	0.2631968476892234	Early
DT_vs_D_4h	ENSG00000086589_RBM22	Non-head	6	0.24905262876293877	Early
DT_vs_D_4h	ENSG00000086598_TMED2	Head	6	0.20696087515628825	Early
DT_vs_D_4h	ENSG00000086619_ERO1B	Non-head	6	0.32802632336667836	Early
DT_vs_D_4h	ENSG00000086666_ZFAND6	Non-head	6	0.12346550296249381	Early
DT_vs_D_4h	ENSG00000086712_TXLNG	Non-head	6	1.284780493912761	Early
DT_vs_D_4h	ENSG00000086717_PPEF1	Non-head	6	1.1511463095464962	Early
DT_vs_D_4h	ENSG00000086730_LAT2	Non-head	6	0.4106738719476866	Early
DT_vs_D_4h	ENSG00000086758_HUWE1	Head	6	0.24604670020631858	Early
DT_vs_D_4h	ENSG00000086827_ZW10	Non-head	6	0.29259892835645884	Early
DT_vs_D_4h	ENSG00000086848_ALG9	Non-head	6	0.05169583533697969	Early
DT_vs_D_4h	ENSG00000087008_ACOX3	Non-head	6	0.8428187200633277	Early
DT_vs_D_4h	ENSG00000087053_MTMR2	Non-head	6	0.5082158782431714	Early
DT_vs_D_4h	ENSG00000087074_PPP1R15A	Non-head	6	0.21921143034034207	Early
DT_vs_D_4h	ENSG00000087076_HSD17B14	Non-head	6	0.3201173525217602	Early
DT_vs_D_4h	ENSG00000087077_TRIP6	Head	6	0.044435985784720744	Early
DT_vs_D_4h	ENSG00000087085_ACHE	Non-head	6	0.5277451232241561	Early
DT_vs_D_4h	ENSG00000087086_FTL	Head	6	0.7780306200662468	Early
DT_vs_D_4h	ENSG00000087087_SRRT	Non-head	6	0.13863651949426958	Early
DT_vs_D_4h	ENSG00000087088_BAX	Non-head	6	0.6337644450532722	Early
DT_vs_D_4h	ENSG00000087095_NLK	Non-head	6	0.2740058525448327	Early
DT_vs_D_4h	ENSG00000087111_PIGS	Non-head	6	0.13235617560001345	Early
DT_vs_D_4h	ENSG00000087128_TMPRSS11E	Non-head	6	0.17488523064497805	Early
DT_vs_D_4h	ENSG00000087152_ATXN7L3	Non-head	6	0.17372513151520386	Early
DT_vs_D_4h	ENSG00000087157_PGS1	Non-head	6	0.5439376420050985	Early
DT_vs_D_4h	ENSG00000087191_PSMC5	Non-head	6	0.14181132529943996	Early
DT_vs_D_4h	ENSG00000087206_UIMC1	Non-head	6	0.2200114375445701	Early
DT_vs_D_4h	ENSG00000087245_MMP2	Non-head	6	0.5530989196050107	Early
DT_vs_D_4h	ENSG00000087253_LPCAT2	Non-head	6	0.3730122162856042	Early
DT_vs_D_4h	ENSG00000087258_GNAO1	Non-head	6	0.35999991252668334	Early
DT_vs_D_4h	ENSG00000087263_OGFOD1	Non-head	6	0.3829599528077101	Early
DT_vs_D_4h	ENSG00000087266_SH3BP2	Non-head	6	0.5709858720523421	Early
DT_vs_D_4h	ENSG00000087269_NOP14	Non-head	6	0.221623876516843	Early
DT_vs_D_4h	ENSG00000087274_ADD1	Head	6	0.6066520711396918	Early
DT_vs_D_4h	ENSG00000087299_L2HGDH	Non-head	6	0.1309653318250359	Early
DT_vs_D_4h	ENSG00000087301_TXNDC16	Non-head	6	0.49181518261713514	Early
DT_vs_D_4h	ENSG00000087302_RTRAF	Non-head	6	0.22052637584056545	Early
DT_vs_D_4h	ENSG00000087303_NID2	Non-head	6	0.2804651057148224	Early
DT_vs_D_4h	ENSG00000087338_GMCL1	Non-head	6	0.21170527002729844	Early
DT_vs_D_4h	ENSG00000087365_SF3B2	Head	6	0.42975995727312555	Early
DT_vs_D_4h	ENSG00000087448_KLHL42	Non-head	6	0.3377129225050197	Early
DT_vs_D_4h	ENSG00000087460_GNAS	Head	6	0.18911622451812982	Early
DT_vs_D_4h	ENSG00000087470_DNM1L	Non-head	6	0.12319324942466836	Early
DT_vs_D_4h	ENSG00000087494_PTHLH	Non-head	6	0.3061551456820464	Early
DT_vs_D_4h	ENSG00000087495_PHACTR3	Non-head	6	0.21515175186384639	Early
DT_vs_D_4h	ENSG00000087502_ERGIC2	Non-head	6	0.14243905916178268	Early
DT_vs_D_4h	ENSG00000087510_TFAP2C	Non-head	6	0.10882972882664943	Early
DT_vs_D_4h	ENSG00000087586_AURKA	Non-head	6	0.850107536048715	Early
DT_vs_D_4h	ENSG00000087589_CASS4	Non-head	6	0.35315757047733537	Early
DT_vs_D_4h	ENSG00000087842_PIR	Non-head	6	0.08722836058828504	Early
DT_vs_D_4h	ENSG00000087884_AAMDC	Non-head	6	0.20921145312343914	Early
DT_vs_D_4h	ENSG00000087903_RFX2	Non-head	6	0.1543174388398484	Early
DT_vs_D_4h	ENSG00000087995_METTL2A	Non-head	6	0.26011873708818434	Early
DT_vs_D_4h	ENSG00000088002_SULT2B1	Non-head	6	0.2544529643309251	Early
DT_vs_D_4h	ENSG00000088035_ALG6	Non-head	6	0.2974148126057512	Early
DT_vs_D_4h	ENSG00000088038_CNOT3	Non-head	6	0.6183490957854383	Early
DT_vs_D_4h	ENSG00000088053_GP6	Non-head	6	0.34783981933053665	Early
DT_vs_D_4h	ENSG00000088179_PTPN4	Non-head	6	0.4924753970833453	Early
DT_vs_D_4h	ENSG00000088205_DDX18	Non-head	6	0.6535728250985255	Early
DT_vs_D_4h	ENSG00000088247_KHSRP	Head	6	0.17949392011461718	Early
DT_vs_D_4h	ENSG00000088256_GNA11	Head	6	0.33597639173127736	Early
DT_vs_D_4h	ENSG00000088280_ASAP3	Non-head	6	1.4596970744020488	Early
DT_vs_D_4h	ENSG00000088298_EDEM2	Non-head	6	0.4988408676583538	Early
DT_vs_D_4h	ENSG00000088305_DNMT3B	Non-head	6	0.21226209479118519	Early
DT_vs_D_4h	ENSG00000088325_TPX2	Non-head	6	0.24922421335664235	Early
DT_vs_D_4h	ENSG00000088356_PDRG1	Non-head	6	0.14084416425165214	Early
DT_vs_D_4h	ENSG00000088367_EPB41L1	Head	6	0.1990790759160601	Early
DT_vs_D_4h	ENSG00000088387_DOCK9	Non-head	6	0.48373328488075606	Early
DT_vs_D_4h	ENSG00000088448_ANKRD10	Non-head	6	0.1731929120102298	Early
DT_vs_D_4h	ENSG00000088451_TGDS	Non-head	6	0.4429796853739043	Early
DT_vs_D_4h	ENSG00000088538_DOCK3	Non-head	6	0.09989196064885539	Early
DT_vs_D_4h	ENSG00000088543_C3orf18	Non-head	6	0.3801470134285718	Early
DT_vs_D_4h	ENSG00000088682_COQ9	Non-head	6	0.3853137000672365	Early
DT_vs_D_4h	ENSG00000088726_TMEM40	Non-head	6	0.04924863151610753	Early
DT_vs_D_4h	ENSG00000088727_KIF9	Non-head	6	0.5838053970576165	Early
DT_vs_D_4h	ENSG00000088766_CRLS1	Non-head	6	0.43531653281496935	Early
DT_vs_D_4h	ENSG00000088808_PPP1R13B	Non-head	6	0.0136267283144408	Early
DT_vs_D_4h	ENSG00000088812_ATRN	Non-head	6	0.11914991092270402	Early
DT_vs_D_4h	ENSG00000088826_SMOX	Non-head	6	0.1264228555299507	Early
DT_vs_D_4h	ENSG00000088832_FKBP1A	Head	6	0.0722648252690006	Early
DT_vs_D_4h	ENSG00000088833_NSFL1C	Non-head	6	0.21493032668570744	Early
DT_vs_D_4h	ENSG00000088836_SLC4A11	Non-head	6	1.1206502113283223	Early
DT_vs_D_4h	ENSG00000088854_C20orf194	Non-head	6	1.0133112144835494	Early
DT_vs_D_4h	ENSG00000088876_ZNF343	Non-head	6	0.19243049734509177	Early
DT_vs_D_4h	ENSG00000088888_MAVS	Head	6	0.6530880562193186	Early
DT_vs_D_4h	ENSG00000088899_LZTS3	Non-head	6	0.5141419618292999	Early
DT_vs_D_4h	ENSG00000088930_XRN2	Head	6	0.1109752137564175	Early
DT_vs_D_4h	ENSG00000088970_KIZ	Non-head	6	0.3914018022498911	Early
DT_vs_D_4h	ENSG00000088986_DYNLL1	Head	6	0.414656210242491	Early
DT_vs_D_4h	ENSG00000089006_SNX5	Head	6	0.3737771607345771	Early
DT_vs_D_4h	ENSG00000089009_RPL6	Head	6	0.46245298004482194	Early
DT_vs_D_4h	ENSG00000089012_SIRPG	Non-head	6	0.3938585805393119	Early
DT_vs_D_4h	ENSG00000089022_MAPKAPK5	Non-head	6	0.4268939215103489	Early
DT_vs_D_4h	ENSG00000089041_P2RX7	Non-head	6	1.1143365530147245	Early
DT_vs_D_4h	ENSG00000089048_ESF1	Non-head	6	0.6514890275155983	Early
DT_vs_D_4h	ENSG00000089050_RBBP9	Non-head	6	0.4838706885742299	Early
DT_vs_D_4h	ENSG00000089053_ANAPC5	Non-head	6	0.13725169192193598	Early
DT_vs_D_4h	ENSG00000089057_SLC23A2	Non-head	6	0.21486247598468422	Early
DT_vs_D_4h	ENSG00000089060_SLC8B1	Non-head	6	0.6281279197452045	Early
DT_vs_D_4h	ENSG00000089063_TMEM230	Non-head	6	0.04290537026278968	Early
DT_vs_D_4h	ENSG00000089091_DZANK1	Non-head	6	0.4983519770971425	Early
DT_vs_D_4h	ENSG00000089094_KDM2B	Non-head	6	0.7052737462005476	Early
DT_vs_D_4h	ENSG00000089123_TASP1	Non-head	6	0.15206056887572927	Early
DT_vs_D_4h	ENSG00000089127_OAS1	Non-head	6	0.6788747475512935	Early
DT_vs_D_4h	ENSG00000089154_GCN1	Head	6	0.08171468666260537	Early
DT_vs_D_4h	ENSG00000089157_RPLP0	Head	6	0.70068413678452	Early
DT_vs_D_4h	ENSG00000089159_PXN	Head	6	0.5299476256170051	Early
DT_vs_D_4h	ENSG00000089163_SIRT4	Non-head	6	0.39351702865523175	Early
DT_vs_D_4h	ENSG00000089177_KIF16B	Non-head	6	0.6517569263558686	Early
DT_vs_D_4h	ENSG00000089195_TRMT6	Non-head	6	1.2247294995571738	Early
DT_vs_D_4h	ENSG00000089220_PEBP1	Head	6	0.37581462835213153	Early
DT_vs_D_4h	ENSG00000089234_BRAP	Non-head	6	0.08423320941671986	Early
DT_vs_D_4h	ENSG00000089248_ERP29	Non-head	6	0.434730168562425	Early
DT_vs_D_4h	ENSG00000089280_FUS	Head	6	0.13462693386346714	Early
DT_vs_D_4h	ENSG00000089289_IGBP1	Non-head	6	0.4289504731448124	Early
DT_vs_D_4h	ENSG00000089327_FXYD5	Head	6	0.14424909659920038	Early
DT_vs_D_4h	ENSG00000089335_ZNF302	Non-head	6	0.14900588894191424	Early
DT_vs_D_4h	ENSG00000089351_GRAMD1A	Non-head	6	0.9915951134169667	Early
DT_vs_D_4h	ENSG00000089356_FXYD3	Head	6	0.3147659419482093	Early
DT_vs_D_4h	ENSG00000089472_HEPH	Non-head	6	0.0554967688584182	Early
DT_vs_D_4h	ENSG00000089486_CDIP1	Non-head	6	0.5451410816900556	Early
DT_vs_D_4h	ENSG00000089505_CMTM1	Non-head	6	0.27956081524472	Early
DT_vs_D_4h	ENSG00000089597_GANAB	Head	6	0.14356740598458106	Early
DT_vs_D_4h	ENSG00000089639_GMIP	Non-head	6	0.5046331070410002	Early
DT_vs_D_4h	ENSG00000089682_RBM41	Non-head	6	0.6624222203301745	Early
DT_vs_D_4h	ENSG00000089685_BIRC5	Non-head	6	0.6623405461452768	Early
DT_vs_D_4h	ENSG00000089692_LAG3	Non-head	6	0.37073634860993143	Early
DT_vs_D_4h	ENSG00000089693_MLF2	Head	6	0.1892988140315448	Early
DT_vs_D_4h	ENSG00000089723_OTUB2	Non-head	6	0.5735681751526193	Early
DT_vs_D_4h	ENSG00000089737_DDX24	Non-head	6	1.0222207707156614	Early
DT_vs_D_4h	ENSG00000089775_ZBTB25	Non-head	6	0.14283768511307793	Early
DT_vs_D_4h	ENSG00000089818_NECAP1	Non-head	6	0.19673082952839932	Early
DT_vs_D_4h	ENSG00000089820_ARHGAP4	Non-head	6	0.20717773098459819	Early
DT_vs_D_4h	ENSG00000089847_ANKRD24	Non-head	6	0.36861265805094046	Early
DT_vs_D_4h	ENSG00000089876_DHX32	Non-head	6	0.14538705751231917	Early
DT_vs_D_4h	ENSG00000089902_RCOR1	Non-head	6	0.45527037344201976	Early
DT_vs_D_4h	ENSG00000089916_GPATCH2L	Non-head	6	0.5142723919995772	Early
DT_vs_D_4h	ENSG00000090006_LTBP4	Non-head	6	0.7361321264944467	Early
DT_vs_D_4h	ENSG00000090013_BLVRB	Non-head	6	0.9046128625483192	Early
DT_vs_D_4h	ENSG00000090020_SLC9A1	Non-head	6	0.9604197855354935	Early
DT_vs_D_4h	ENSG00000090054_SPTLC1	Non-head	6	0.699388769261591	Early
DT_vs_D_4h	ENSG00000090060_PAPOLA	Head	6	0.08888717204246577	Early
DT_vs_D_4h	ENSG00000090061_CCNK	Non-head	6	0.12131294380874914	Early
DT_vs_D_4h	ENSG00000090097_PCBP4	Non-head	6	0.7249425698572386	Early
DT_vs_D_4h	ENSG00000090238_YPEL3	Non-head	6	1.1456158972377124	Early
DT_vs_D_4h	ENSG00000090263_MRPS33	Non-head	6	0.19845660974095058	Early
DT_vs_D_4h	ENSG00000090266_NDUFB2	Non-head	6	0.20533068386908404	Early
DT_vs_D_4h	ENSG00000090273_NUDC	Non-head	6	0.323986444845038	Early
DT_vs_D_4h	ENSG00000090316_MAEA	Non-head	6	0.15080755165107324	Early
DT_vs_D_4h	ENSG00000090339_ICAM1	Non-head	6	0.3782290822829492	Early
DT_vs_D_4h	ENSG00000090372_STRN4	Non-head	6	0.037585645832766273	Early
DT_vs_D_4h	ENSG00000090376_IRAK3	Non-head	6	0.14676108478553002	Early
DT_vs_D_4h	ENSG00000090382_LYZ	Non-head	6	0.014594427826602141	Early
DT_vs_D_4h	ENSG00000090432_MUL1	Non-head	6	0.1832172664724896	Early
DT_vs_D_4h	ENSG00000090447_TFAP4	Non-head	6	0.6195634429385719	Early
DT_vs_D_4h	ENSG00000090470_PDCD7	Non-head	6	0.20231884689465374	Early
DT_vs_D_4h	ENSG00000090487_SPG21	Non-head	6	0.10130509717140213	Early
DT_vs_D_4h	ENSG00000090512_FETUB	Non-head	6	0.35481255661284045	Early
DT_vs_D_4h	ENSG00000090520_DNAJB11	Non-head	6	0.6965122025000288	Early
DT_vs_D_4h	ENSG00000090530_P3H2	Non-head	6	0.04903862562176997	Early
DT_vs_D_4h	ENSG00000090539_CHRD	Non-head	6	0.021625406567308922	Early
DT_vs_D_4h	ENSG00000090554_FLT3LG	Non-head	6	0.4232079680543598	Early
DT_vs_D_4h	ENSG00000090565_RAB11FIP3	Non-head	6	0.045840316648432265	Early
DT_vs_D_4h	ENSG00000090581_GNPTG	Non-head	6	0.21427111125998266	Early
DT_vs_D_4h	ENSG00000090612_ZNF268	Non-head	6	0.12724749555463022	Early
DT_vs_D_4h	ENSG00000090615_GOLGA3	Head	6	0.3975428476158933	Early
DT_vs_D_4h	ENSG00000090621_PABPC4	Head	6	0.19602759209202625	Early
DT_vs_D_4h	ENSG00000090674_MCOLN1	Non-head	6	0.5532433224495514	Early
DT_vs_D_4h	ENSG00000090686_USP48	Non-head	6	0.32679924026431506	Early
DT_vs_D_4h	ENSG00000090776_EFNB1	Non-head	6	0.4248434589458213	Early
DT_vs_D_4h	ENSG00000090857_PDPR	Non-head	6	0.06944676584317636	Early
DT_vs_D_4h	ENSG00000090861_AARS	Head	6	0.213288911127962	Early
DT_vs_D_4h	ENSG00000090863_GLG1	Head	6	0.4437352397486381	Early
DT_vs_D_4h	ENSG00000090889_KIF4A	Non-head	6	0.3441428188290664	Early
DT_vs_D_4h	ENSG00000090905_TNRC6A	Non-head	6	0.6434669690845046	Early
DT_vs_D_4h	ENSG00000090924_PLEKHG2	Non-head	6	0.3351449053096701	Early
DT_vs_D_4h	ENSG00000090932_DLL3	Non-head	6	0.08344922719209354	Early
DT_vs_D_4h	ENSG00000090971_NAT14	Non-head	6	0.5057326550855572	Early
DT_vs_D_4h	ENSG00000090975_PITPNM2	Non-head	6	0.455232699981038	Early
DT_vs_D_4h	ENSG00000090989_EXOC1	Non-head	6	0.020478588347464896	Early
DT_vs_D_4h	ENSG00000091009_RBM27	Non-head	6	0.46934037329616185	Early
DT_vs_D_4h	ENSG00000091039_OSBPL8	Head	6	0.37212258494648465	Early
DT_vs_D_4h	ENSG00000091073_DTX2	Non-head	6	0.8923139232459512	Early
DT_vs_D_4h	ENSG00000091127_PUS7	Non-head	6	1.0553422578311764	Early
DT_vs_D_4h	ENSG00000091136_LAMB1	Head	6	0.15648056908106234	Early
DT_vs_D_4h	ENSG00000091137_SLC26A4	Non-head	6	0.25265485694573825	Early
DT_vs_D_4h	ENSG00000091140_DLD	Head	6	0.21747867967131407	Early
DT_vs_D_4h	ENSG00000091157_WDR7	Non-head	6	0.3572937892227943	Early
DT_vs_D_4h	ENSG00000091164_TXNL1	Non-head	6	0.5483498302060876	Early
DT_vs_D_4h	ENSG00000091262_ABCC6	Non-head	6	0.5411456249924995	Early
DT_vs_D_4h	ENSG00000091317_CMTM6	Non-head	6	0.45033006353992067	Early
DT_vs_D_4h	ENSG00000091409_ITGA6	Head	6	1.5317585345795939	Early
DT_vs_D_4h	ENSG00000091428_RAPGEF4	Non-head	6	0.33083158479445574	Early
DT_vs_D_4h	ENSG00000091436_MAP3K20	Non-head	6	0.7061476628755878	Early
DT_vs_D_4h	ENSG00000091483_FH	Non-head	6	0.5909458550893489	Early
DT_vs_D_4h	ENSG00000091490_SEL1L3	Non-head	6	0.10916933502192516	Early
DT_vs_D_4h	ENSG00000091513_TF	Non-head	6	0.1791863016451339	Early
DT_vs_D_4h	ENSG00000091527_CDV3	Head	6	0.39007512920273324	Early
DT_vs_D_4h	ENSG00000091536_MYO15A	Non-head	6	1.1685931482675356	Early
DT_vs_D_4h	ENSG00000091542_ALKBH5	Head	6	0.23652555584027818	Early
DT_vs_D_4h	ENSG00000091592_NLRP1	Non-head	6	0.07045052196525352	Early
DT_vs_D_4h	ENSG00000091622_PITPNM3	Non-head	6	0.8091868400332419	Early
DT_vs_D_4h	ENSG00000091640_SPAG7	Non-head	6	0.21646233588338648	Early
DT_vs_D_4h	ENSG00000091651_ORC6	Non-head	6	1.217668608116366	Early
DT_vs_D_4h	ENSG00000091732_ZC3HC1	Non-head	6	0.31954458435593636	Early
DT_vs_D_4h	ENSG00000091831_ESR1	Non-head	6	0.30189600086588353	Early
DT_vs_D_4h	ENSG00000091844_RGS17	Non-head	6	0.1717620056816248	Early
DT_vs_D_4h	ENSG00000091947_TMEM101	Non-head	6	0.6503028596128143	Early
DT_vs_D_4h	ENSG00000091986_CCDC80	Non-head	6	0.11945123464058882	Early
DT_vs_D_4h	ENSG00000092010_PSME1	Non-head	6	0.4498980195344775	Early
DT_vs_D_4h	ENSG00000092020_PPP2R3C	Non-head	6	0.21110150307608744	Early
DT_vs_D_4h	ENSG00000092036_HAUS4	Non-head	6	0.15183959345102715	Early
DT_vs_D_4h	ENSG00000092068_SLC7A8	Non-head	6	0.17321921973346927	Early
DT_vs_D_4h	ENSG00000092094_OSGEP	Non-head	6	0.3914034443390235	Early
DT_vs_D_4h	ENSG00000092098_RNF31	Non-head	6	0.07696627212141227	Early
DT_vs_D_4h	ENSG00000092108_SCFD1	Non-head	6	0.5004202113676086	Early
DT_vs_D_4h	ENSG00000092140_G2E3	Non-head	6	0.1146244352788579	Early
DT_vs_D_4h	ENSG00000092148_HECTD1	Head	6	0.05001490731540732	Early
DT_vs_D_4h	ENSG00000092199_HNRNPC	Head	6	0.4047718682334359	Early
DT_vs_D_4h	ENSG00000092201_SUPT16H	Head	6	0.8275213428855273	Early
DT_vs_D_4h	ENSG00000092203_TOX4	Non-head	6	0.4225933637775298	Early
DT_vs_D_4h	ENSG00000092208_GEMIN2	Non-head	6	0.2443442022797268	Early
DT_vs_D_4h	ENSG00000092295_TGM1	Non-head	6	0.790768686208905	Early
DT_vs_D_4h	ENSG00000092330_TINF2	Non-head	6	0.45384639686129846	Early
DT_vs_D_4h	ENSG00000092421_SEMA6A	Non-head	6	0.07156978299973643	Early
DT_vs_D_4h	ENSG00000092439_TRPM7	Non-head	6	0.5466210161417699	Early
DT_vs_D_4h	ENSG00000092445_TYRO3	Non-head	6	0.6074294436449268	Early
DT_vs_D_4h	ENSG00000092470_WDR76	Non-head	6	1.608834361958775	Early
DT_vs_D_4h	ENSG00000092529_CAPN3	Non-head	6	0.16214232504246295	Early
DT_vs_D_4h	ENSG00000092531_SNAP23	Non-head	6	0.6913141663291562	Early
DT_vs_D_4h	ENSG00000092607_TBX15	Non-head	6	0.3726417270626893	Early
DT_vs_D_4h	ENSG00000092621_PHGDH	Non-head	6	0.07486052224130177	Early
DT_vs_D_4h	ENSG00000092758_COL9A3	Non-head	6	0.6219059060032529	Early
DT_vs_D_4h	ENSG00000092820_EZR	Head	6	1.852682307127051	Early
DT_vs_D_4h	ENSG00000092841_MYL6	Head	6	0.6976673367059744	Early
DT_vs_D_4h	ENSG00000092847_AGO1	Non-head	6	0.18610237995401066	Early
DT_vs_D_4h	ENSG00000092853_CLSPN	Non-head	6	1.4811663448400747	Early
DT_vs_D_4h	ENSG00000092871_RFFL	Non-head	6	0.5519996591993641	Early
DT_vs_D_4h	ENSG00000092929_UNC13D	Non-head	6	0.9512568534776182	Early
DT_vs_D_4h	ENSG00000092931_MFSD11	Non-head	6	0.7539804606032856	Early
DT_vs_D_4h	ENSG00000092964_DPYSL2	Head	6	0.4066981779934626	Early
DT_vs_D_4h	ENSG00000092969_TGFB2	Non-head	6	0.8887299894565435	Early
DT_vs_D_4h	ENSG00000092978_GPATCH2	Non-head	6	0.1217700295227534	Early
DT_vs_D_4h	ENSG00000093000_NUP50	Head	6	0.4988745367059447	Early
DT_vs_D_4h	ENSG00000093009_CDC45	Non-head	6	0.6665499433390757	Early
DT_vs_D_4h	ENSG00000093010_COMT	Non-head	6	0.24866393567813427	Early
DT_vs_D_4h	ENSG00000093134_VNN3	Non-head	6	0.34126932173173596	Early
DT_vs_D_4h	ENSG00000093144_ECHDC1	Head	6	0.49536446199706663	Early
DT_vs_D_4h	ENSG00000093167_LRRFIP2	Non-head	6	0.183841145588796	Early
DT_vs_D_4h	ENSG00000093183_SEC22C	Non-head	6	0.18677334328368123	Early
DT_vs_D_4h	ENSG00000093217_XYLB	Non-head	6	0.3261803836573217	Early
DT_vs_D_4h	ENSG00000094631_HDAC6	Non-head	6	0.25384204047643744	Early
DT_vs_D_4h	ENSG00000094755_GABRP	Non-head	6	1.145013914706594	Early
