contrast_id	gene_id	baseline_bin	n_methods	spread_iqr	phase
DT_vs_D_24h	ENSG00000020181_ADGRA2	Non-head	6	0.1937338957684663	Late
DT_vs_D_24h	ENSG00000020256_ZFP64	Non-head	6	0.0932712705203243	Late
DT_vs_D_24h	ENSG00000020426_MNAT1	Non-head	6	0.25342234933944674	Late
DT_vs_D_24h	ENSG00000020577_SAMD4A	Non-head	6	0.2846185035979849	Late
DT_vs_D_24h	ENSG00000020922_MRE11	Non-head	6	0.26881210506121767	Late
DT_vs_D_24h	ENSG00000021300_PLEKHB1	Non-head	6	0.1412620925517707	Late
DT_vs_D_24h	ENSG00000021355_SERPINB1	Non-head	6	0.11617174033733813	Late
DT_vs_D_24h	ENSG00000021574_SPAST	Non-head	6	0.1620921825783963	Late
DT_vs_D_24h	ENSG00000021762_OSBPL5	Head	6	0.32374304526458575	Late
DT_vs_D_24h	ENSG00000021776_AQR	Non-head	6	0.21320867732234805	Late
DT_vs_D_24h	ENSG00000021826_CPS1	Non-head	6	0.03551922510619465	Late
DT_vs_D_24h	ENSG00000022277_RTF2	Non-head	6	0.29788606399577433	Late
DT_vs_D_24h	ENSG00000022567_SLC45A4	Non-head	6	0.30078454823270884	Late
DT_vs_D_24h	ENSG00000022840_RNF10	Head	6	0.25052033851557653	Late
DT_vs_D_24h	ENSG00000022976_ZNF839	Non-head	6	0.3868943205367775	Late
DT_vs_D_24h	ENSG00000023041_ZDHHC6	Non-head	6	0.1526508344431169	Late
DT_vs_D_24h	ENSG00000023171_GRAMD1B	Non-head	6	0.0896301670870099	Late
DT_vs_D_24h	ENSG00000023191_RNH1	Non-head	6	0.08286424261357765	Late
DT_vs_D_24h	ENSG00000023228_NDUFS1	Head	6	0.4258253498022364	Late
DT_vs_D_24h	ENSG00000023287_RB1CC1	Head	6	0.48855565332940154	Late
DT_vs_D_24h	ENSG00000023318_ERP44	Non-head	6	0.0944496106625019	Late
DT_vs_D_24h	ENSG00000023330_ALAS1	Non-head	6	0.049501855836279356	Late
DT_vs_D_24h	ENSG00000023445_BIRC3	Head	6	1.6974838724354993	Late
DT_vs_D_24h	ENSG00000023516_AKAP11	Head	6	0.06876679200676483	Late
DT_vs_D_24h	ENSG00000023572_GLRX2	Non-head	6	0.11337975278841084	Late
DT_vs_D_24h	ENSG00000023608_SNAPC1	Non-head	6	0.06821265981052538	Late
DT_vs_D_24h	ENSG00000023697_DERA	Non-head	6	0.7423701702822756	Late
DT_vs_D_24h	ENSG00000023734_STRAP	Head	6	0.5670068470406608	Late
DT_vs_D_24h	ENSG00000023839_ABCC2	Non-head	6	0.603519765554543	Late
DT_vs_D_24h	ENSG00000023892_DEF6	Non-head	6	0.06337950030034083	Late
DT_vs_D_24h	ENSG00000023902_PLEKHO1	Non-head	6	0.1589701676118569	Late
DT_vs_D_24h	ENSG00000023909_GCLM	Non-head	6	0.8376476217487194	Late
DT_vs_D_24h	ENSG00000024048_UBR2	Non-head	6	0.08913015519712056	Late
DT_vs_D_24h	ENSG00000024422_EHD2	Non-head	6	0.09364589366998044	Late
DT_vs_D_24h	ENSG00000024526_DEPDC1	Non-head	6	0.3247423174078803	Late
DT_vs_D_24h	ENSG00000024862_CCDC28A	Non-head	6	0.0625981398531682	Late
DT_vs_D_24h	ENSG00000025039_RRAGD	Non-head	6	0.5348925213033029	Late
DT_vs_D_24h	ENSG00000025156_HSF2	Non-head	6	0.08335376486221546	Late
DT_vs_D_24h	ENSG00000025293_PHF20	Non-head	6	0.22210653388631046	Late
DT_vs_D_24h	ENSG00000025423_HSD17B6	Non-head	6	0.08043107566594757	Late
DT_vs_D_24h	ENSG00000025434_NR1H3	Non-head	6	0.4100672275856436	Late
DT_vs_D_24h	ENSG00000025708_TYMP	Non-head	6	0.36512695316509847	Late
DT_vs_D_24h	ENSG00000025770_NCAPH2	Non-head	6	0.13801710545492796	Late
DT_vs_D_24h	ENSG00000025772_TOMM34	Non-head	6	0.25275400969460504	Late
DT_vs_D_24h	ENSG00000025796_SEC63	Non-head	6	0.1067320546013879	Late
DT_vs_D_24h	ENSG00000025800_KPNA6	Head	6	0.45658725390577004	Late
DT_vs_D_24h	ENSG00000026025_VIM	Non-head	6	0.8054815410696679	Late
DT_vs_D_24h	ENSG00000026103_FAS	Non-head	6	0.1329363609435248	Late
DT_vs_D_24h	ENSG00000026297_RNASET2	Non-head	6	0.30696841285505655	Late
DT_vs_D_24h	ENSG00000026508_CD44	Head	6	0.45555446665305244	Late
DT_vs_D_24h	ENSG00000026652_AGPAT4	Non-head	6	0.2604710950897182	Late
DT_vs_D_24h	ENSG00000026751_SLAMF7	Non-head	6	0.03639504935936066	Late
DT_vs_D_24h	ENSG00000026950_BTN3A1	Non-head	6	0.6405003371167489	Late
DT_vs_D_24h	ENSG00000027001_MIPEP	Non-head	6	0.17781261300605244	Late
DT_vs_D_24h	ENSG00000027075_PRKCH	Non-head	6	0.0309800608810699	Late
DT_vs_D_24h	ENSG00000027697_IFNGR1	Non-head	6	0.27815485330500667	Late
DT_vs_D_24h	ENSG00000027847_B4GALT7	Non-head	6	0.5766314987265486	Late
DT_vs_D_24h	ENSG00000027869_SH2D2A	Non-head	6	0.5480096732458459	Late
DT_vs_D_24h	ENSG00000028116_VRK2	Non-head	6	0.11290496306802256	Late
DT_vs_D_24h	ENSG00000028203_VEZT	Non-head	6	0.6674413257961158	Late
DT_vs_D_24h	ENSG00000028277_POU2F2	Non-head	6	0.26468842095741785	Late
DT_vs_D_24h	ENSG00000028310_BRD9	Non-head	6	1.6772909647528729	Late
DT_vs_D_24h	ENSG00000028528_SNX1	Non-head	6	0.28351792240863216	Late
DT_vs_D_24h	ENSG00000028839_TBPL1	Non-head	6	0.08826213150667939	Late
DT_vs_D_24h	ENSG00000029153_ARNTL2	Non-head	6	0.06923510324438498	Late
DT_vs_D_24h	ENSG00000029363_BCLAF1	Head	6	0.1335317967059263	Late
DT_vs_D_24h	ENSG00000029364_SLC39A9	Head	6	0.35843883475424265	Late
DT_vs_D_24h	ENSG00000029534_ANK1	Non-head	6	0.12011872747384017	Late
DT_vs_D_24h	ENSG00000029639_TFB1M	Non-head	6	0.30362866331765226	Late
DT_vs_D_24h	ENSG00000029725_RABEP1	Non-head	6	0.08595771612338865	Late
DT_vs_D_24h	ENSG00000029993_HMGB3	Non-head	6	0.48677622425809774	Late
DT_vs_D_24h	ENSG00000030066_NUP160	Non-head	6	0.4100222522225559	Late
DT_vs_D_24h	ENSG00000030110_BAK1	Non-head	6	0.1396983329146234	Late
DT_vs_D_24h	ENSG00000030419_IKZF2	Head	6	0.6044518387153432	Late
DT_vs_D_24h	ENSG00000030582_GRN	Head	6	0.45506253716071077	Late
DT_vs_D_24h	ENSG00000031003_FAM13B	Non-head	6	0.30434452427361247	Late
DT_vs_D_24h	ENSG00000031081_ARHGAP31	Non-head	6	0.09254640245963737	Late
DT_vs_D_24h	ENSG00000031691_CENPQ	Non-head	6	0.1192785017713442	Late
DT_vs_D_24h	ENSG00000031698_SARS	Non-head	6	0.26132312939772484	Late
DT_vs_D_24h	ENSG00000031823_RANBP3	Non-head	6	0.5311785391188604	Late
DT_vs_D_24h	ENSG00000032219_ARID4A	Non-head	6	0.6457998782440232	Late
DT_vs_D_24h	ENSG00000032389_EIPR1	Non-head	6	0.42715322333162536	Late
DT_vs_D_24h	ENSG00000032444_PNPLA6	Non-head	6	0.45446708088135634	Late
DT_vs_D_24h	ENSG00000032742_IFT88	Non-head	6	0.4106509607333202	Late
DT_vs_D_24h	ENSG00000033011_ALG1	Non-head	6	0.2085741500654178	Late
DT_vs_D_24h	ENSG00000033030_ZCCHC8	Non-head	6	0.46100878420448926	Late
DT_vs_D_24h	ENSG00000033050_ABCF2	Non-head	6	0.08933964205944578	Late
DT_vs_D_24h	ENSG00000033100_CHPF2	Non-head	6	0.35337191635817533	Late
DT_vs_D_24h	ENSG00000033170_FUT8	Non-head	6	0.2638066122669643	Late
DT_vs_D_24h	ENSG00000033178_UBA6	Non-head	6	0.242228055592552	Late
DT_vs_D_24h	ENSG00000033327_GAB2	Non-head	6	0.40572534229274504	Late
DT_vs_D_24h	ENSG00000033627_ATP6V0A1	Non-head	6	0.20153966266434287	Late
DT_vs_D_24h	ENSG00000033800_PIAS1	Non-head	6	0.33802577986631943	Late
DT_vs_D_24h	ENSG00000033867_SLC4A7	Non-head	6	0.09299783727565972	Late
DT_vs_D_24h	ENSG00000034152_MAP2K3	Non-head	6	0.07372347594984713	Late
DT_vs_D_24h	ENSG00000034510_TMSB10	Head	6	0.1938129850773579	Late
DT_vs_D_24h	ENSG00000034533_ASTE1	Non-head	6	0.1239690616440969	Late
DT_vs_D_24h	ENSG00000034677_RNF19A	Non-head	6	0.4631152854656596	Late
DT_vs_D_24h	ENSG00000034693_PEX3	Non-head	6	0.2515639032145376	Late
DT_vs_D_24h	ENSG00000034713_GABARAPL2	Non-head	6	0.36078045815320947	Late
DT_vs_D_24h	ENSG00000035115_SH3YL1	Non-head	6	0.19076161457899976	Late
DT_vs_D_24h	ENSG00000035141_FAM136A	Non-head	6	0.28474596571274424	Late
DT_vs_D_24h	ENSG00000035403_VCL	Head	6	0.4646886522455606	Late
DT_vs_D_24h	ENSG00000035499_DEPDC1B	Non-head	6	0.3515308137440587	Late
DT_vs_D_24h	ENSG00000035664_DAPK2	Non-head	6	0.09981771050095833	Late
DT_vs_D_24h	ENSG00000035681_NSMAF	Non-head	6	0.18039669262239483	Late
DT_vs_D_24h	ENSG00000035687_ADSS	Head	6	0.7258174950302796	Late
DT_vs_D_24h	ENSG00000035862_TIMP2	Non-head	6	0.6745257527383812	Late
DT_vs_D_24h	ENSG00000035928_RFC1	Non-head	6	0.14948408653802492	Late
DT_vs_D_24h	ENSG00000036054_TBC1D23	Non-head	6	0.11243520512480165	Late
DT_vs_D_24h	ENSG00000036257_CUL3	Non-head	6	0.05672255424083639	Late
DT_vs_D_24h	ENSG00000036549_AC118549.1	Non-head	6	0.13371743221177468	Late
DT_vs_D_24h	ENSG00000036672_USP2	Non-head	6	0.07658161617816106	Late
DT_vs_D_24h	ENSG00000037042_TUBG2	Non-head	6	1.1978288158575934	Late
DT_vs_D_24h	ENSG00000037241_RPL26L1	Non-head	6	0.09547428394930735	Late
DT_vs_D_24h	ENSG00000037474_NSUN2	Non-head	6	0.13224829688488327	Late
DT_vs_D_24h	ENSG00000037637_FBXO42	Non-head	6	0.4088962485924892	Late
DT_vs_D_24h	ENSG00000037749_MFAP3	Non-head	6	0.0608048641334632	Late
DT_vs_D_24h	ENSG00000037757_MRI1	Non-head	6	0.3274594101383863	Late
DT_vs_D_24h	ENSG00000037897_METTL1	Non-head	6	0.2730376632475451	Late
DT_vs_D_24h	ENSG00000037965_HOXC8	Non-head	6	0.07855403157218294	Late
DT_vs_D_24h	ENSG00000038002_AGA	Non-head	6	0.383765868270846	Late
DT_vs_D_24h	ENSG00000038210_PI4K2B	Non-head	6	0.21350926199491904	Late
DT_vs_D_24h	ENSG00000038219_BOD1L1	Head	6	0.5250029591235754	Late
DT_vs_D_24h	ENSG00000038274_MAT2B	Non-head	6	0.2815527173882515	Late
DT_vs_D_24h	ENSG00000038358_EDC4	Non-head	6	0.45235538786643015	Late
DT_vs_D_24h	ENSG00000038382_TRIO	Head	6	1.1249536590778484	Late
DT_vs_D_24h	ENSG00000038427_VCAN	Non-head	6	0.225264226571674	Late
DT_vs_D_24h	ENSG00000038532_CLEC16A	Non-head	6	0.319460893337876	Late
DT_vs_D_24h	ENSG00000039068_CDH1	Head	6	0.11803895816895169	Late
DT_vs_D_24h	ENSG00000039123_MTREX	Head	6	0.15591332301147554	Late
DT_vs_D_24h	ENSG00000039139_DNAH5	Non-head	6	0.270971820664201	Late
DT_vs_D_24h	ENSG00000039319_ZFYVE16	Non-head	6	0.10858565760327188	Late
DT_vs_D_24h	ENSG00000039523_RIPOR1	Non-head	6	0.10068344581453781	Late
DT_vs_D_24h	ENSG00000039560_RAI14	Non-head	6	0.6364419992052992	Late
DT_vs_D_24h	ENSG00000039600_SOX30	Non-head	6	0.281656554748728	Late
DT_vs_D_24h	ENSG00000039650_PNKP	Non-head	6	0.46056973755782193	Late
DT_vs_D_24h	ENSG00000039987_BEST2	Non-head	6	0.22162194593094542	Late
DT_vs_D_24h	ENSG00000040199_PHLPP2	Non-head	6	0.2872513419083911	Late
DT_vs_D_24h	ENSG00000040275_SPDL1	Non-head	6	0.14966326744504999	Late
DT_vs_D_24h	ENSG00000040341_STAU2	Non-head	6	0.05525239231455181	Late
DT_vs_D_24h	ENSG00000040487_SLC66A1	Non-head	6	0.21768980681607153	Late
DT_vs_D_24h	ENSG00000040531_CTNS	Non-head	6	0.13327607387817808	Late
DT_vs_D_24h	ENSG00000040608_RTN4R	Non-head	6	0.022980222744066678	Late
DT_vs_D_24h	ENSG00000040633_PHF23	Non-head	6	0.5798780141199297	Late
DT_vs_D_24h	ENSG00000040933_INPP4A	Non-head	6	0.5478782976217048	Late
DT_vs_D_24h	ENSG00000041353_RAB27B	Non-head	6	0.6288998712982852	Late
DT_vs_D_24h	ENSG00000041357_PSMA4	Non-head	6	0.46084350295169196	Late
DT_vs_D_24h	ENSG00000041515_MYO16	Non-head	6	0.4611950161211326	Late
DT_vs_D_24h	ENSG00000041802_LSG1	Non-head	6	0.40175431995395167	Late
DT_vs_D_24h	ENSG00000041880_PARP3	Non-head	6	0.3367738434523717	Late
DT_vs_D_24h	ENSG00000041982_TNC	Non-head	6	0.5563731622441286	Late
DT_vs_D_24h	ENSG00000041988_THAP3	Non-head	6	0.4868759242560718	Late
DT_vs_D_24h	ENSG00000042088_TDP1	Non-head	6	0.15182540113043608	Late
DT_vs_D_24h	ENSG00000042286_AIFM2	Non-head	6	0.2945472824168497	Late
DT_vs_D_24h	ENSG00000042317_SPATA7	Non-head	6	0.3068108652720075	Late
DT_vs_D_24h	ENSG00000042429_MED17	Non-head	6	0.3747921676524443	Late
DT_vs_D_24h	ENSG00000042445_RETSAT	Non-head	6	0.3310342012052715	Late
DT_vs_D_24h	ENSG00000042493_CAPG	Head	6	0.33067594137335554	Late
DT_vs_D_24h	ENSG00000042753_AP2S1	Non-head	6	0.18054548942098814	Late
DT_vs_D_24h	ENSG00000042832_TG	Non-head	6	0.13185364540390865	Late
DT_vs_D_24h	ENSG00000043093_DCUN1D1	Non-head	6	1.1758064352788082	Late
DT_vs_D_24h	ENSG00000043143_JADE2	Head	6	0.5573334931517651	Late
DT_vs_D_24h	ENSG00000043355_ZIC2	Non-head	6	0.0694241861476722	Late
DT_vs_D_24h	ENSG00000043514_TRIT1	Non-head	6	0.24679164227323547	Late
DT_vs_D_24h	ENSG00000044090_CUL7	Non-head	6	0.48323204607977777	Late
DT_vs_D_24h	ENSG00000044115_CTNNA1	Head	6	0.3305082875123604	Late
DT_vs_D_24h	ENSG00000044446_PHKA2	Non-head	6	0.41609501138020444	Late
DT_vs_D_24h	ENSG00000044459_CNTLN	Non-head	6	0.6484714964647034	Late
DT_vs_D_24h	ENSG00000044574_HSPA5	Head	6	0.18923473114813033	Late
DT_vs_D_24h	ENSG00000046604_DSG2	Head	6	0.46973315921250025	Late
DT_vs_D_24h	ENSG00000046647_GEMIN8	Non-head	6	0.07396236889765417	Late
DT_vs_D_24h	ENSG00000046651_OFD1	Non-head	6	0.5009966717494294	Late
DT_vs_D_24h	ENSG00000046653_GPM6B	Non-head	6	0.1874374526031335	Late
DT_vs_D_24h	ENSG00000047056_WDR37	Non-head	6	0.24010700442594157	Late
DT_vs_D_24h	ENSG00000047188_YTHDC2	Non-head	6	0.19830427952006324	Late
DT_vs_D_24h	ENSG00000047230_CTPS2	Non-head	6	0.33977177248679047	Late
DT_vs_D_24h	ENSG00000047249_ATP6V1H	Non-head	6	0.08854888133705907	Late
DT_vs_D_24h	ENSG00000047315_POLR2B	Head	6	0.11979693714005457	Late
DT_vs_D_24h	ENSG00000047346_FAM214A	Non-head	6	0.10905553814632307	Late
DT_vs_D_24h	ENSG00000047365_ARAP2	Non-head	6	0.09712645362480991	Late
DT_vs_D_24h	ENSG00000047410_TPR	Head	6	0.08782827121122957	Late
DT_vs_D_24h	ENSG00000047457_CP	Non-head	6	0.5019490497973695	Late
DT_vs_D_24h	ENSG00000047578_KIAA0556	Non-head	6	0.8024597866327747	Late
DT_vs_D_24h	ENSG00000047579_DTNBP1	Non-head	6	0.03171072107452681	Late
DT_vs_D_24h	ENSG00000047597_XK	Non-head	6	0.07868461706418384	Late
DT_vs_D_24h	ENSG00000047621_C12orf4	Non-head	6	0.10528278531492424	Late
DT_vs_D_24h	ENSG00000047634_SCML1	Non-head	6	0.1580050644276409	Late
DT_vs_D_24h	ENSG00000047644_WWC3	Non-head	6	0.22181435567671742	Late
DT_vs_D_24h	ENSG00000047849_MAP4	Head	6	0.10998010354967669	Late
DT_vs_D_24h	ENSG00000047932_GOPC	Non-head	6	0.3217594764524696	Late
DT_vs_D_24h	ENSG00000047936_ROS1	Head	6	0.756639110428517	Late
DT_vs_D_24h	ENSG00000048028_USP28	Non-head	6	0.2958701607405232	Late
DT_vs_D_24h	ENSG00000048052_HDAC9	Non-head	6	0.10807347339118065	Late
DT_vs_D_24h	ENSG00000048140_TSPAN17	Non-head	6	0.12578606267530146	Late
DT_vs_D_24h	ENSG00000048162_NOP16	Non-head	6	0.48615418666007953	Late
DT_vs_D_24h	ENSG00000048342_CC2D2A	Non-head	6	0.058438750718804916	Late
DT_vs_D_24h	ENSG00000048392_RRM2B	Non-head	6	0.4080449339073702	Late
DT_vs_D_24h	ENSG00000048405_ZNF800	Non-head	6	0.4498980445274039	Late
DT_vs_D_24h	ENSG00000048471_SNX29	Non-head	6	0.15866753811345558	Late
DT_vs_D_24h	ENSG00000048544_MRPS10	Non-head	6	0.06871636418719751	Late
DT_vs_D_24h	ENSG00000048649_RSF1	Head	6	0.26374182715642625	Late
DT_vs_D_24h	ENSG00000048707_VPS13D	Non-head	6	0.27957858262249324	Late
DT_vs_D_24h	ENSG00000048828_FAM120A	Head	6	0.5006244856285211	Late
DT_vs_D_24h	ENSG00000048991_R3HDM1	Non-head	6	0.06371757417736124	Late
DT_vs_D_24h	ENSG00000049089_COL9A2	Non-head	6	0.47494269715725523	Late
DT_vs_D_24h	ENSG00000049130_KITLG	Non-head	6	1.2348784160567825	Late
DT_vs_D_24h	ENSG00000049167_ERCC8	Non-head	6	0.41420393677874706	Late
DT_vs_D_24h	ENSG00000049192_ADAMTS6	Non-head	6	0.09812270136995094	Late
DT_vs_D_24h	ENSG00000049239_H6PD	Non-head	6	0.12705409785961508	Late
DT_vs_D_24h	ENSG00000049245_VAMP3	Non-head	6	0.147944735678192	Late
DT_vs_D_24h	ENSG00000049246_PER3	Non-head	6	0.6659502983405499	Late
DT_vs_D_24h	ENSG00000049283_EPN3	Non-head	6	0.08620142368684443	Late
DT_vs_D_24h	ENSG00000049323_LTBP1	Non-head	6	0.4462356617589721	Late
DT_vs_D_24h	ENSG00000049449_RCN1	Head	6	0.46205863887082277	Late
DT_vs_D_24h	ENSG00000049540_ELN	Non-head	6	0.3950575248953241	Late
DT_vs_D_24h	ENSG00000049541_RFC2	Non-head	6	0.06876960765054337	Late
DT_vs_D_24h	ENSG00000049618_ARID1B	Head	6	0.21728077466575313	Late
DT_vs_D_24h	ENSG00000049656_CLPTM1L	Non-head	6	0.1548279315191532	Late
DT_vs_D_24h	ENSG00000049759_NEDD4L	Head	6	0.3602517853750863	Late
DT_vs_D_24h	ENSG00000049769_PPP1R3F	Non-head	6	0.391645176238262	Late
DT_vs_D_24h	ENSG00000049860_HEXB	Non-head	6	0.8646744960583825	Late
DT_vs_D_24h	ENSG00000049883_PTCD2	Non-head	6	0.1895765732092337	Late
DT_vs_D_24h	ENSG00000050130_JKAMP	Non-head	6	0.13346150233573728	Late
DT_vs_D_24h	ENSG00000050327_ARHGEF5	Non-head	6	0.46628445152793385	Late
DT_vs_D_24h	ENSG00000050344_NFE2L3	Non-head	6	0.018415783862025414	Late
DT_vs_D_24h	ENSG00000050393_MCUR1	Non-head	6	0.07899160262678762	Late
DT_vs_D_24h	ENSG00000050405_LIMA1	Non-head	6	0.06586169075643	Late
DT_vs_D_24h	ENSG00000050426_LETMD1	Non-head	6	0.25901468615753276	Late
DT_vs_D_24h	ENSG00000050438_SLC4A8	Non-head	6	0.21570963042824082	Late
DT_vs_D_24h	ENSG00000050628_PTGER3	Non-head	6	0.3337656852076695	Late
DT_vs_D_24h	ENSG00000050730_TNIP3	Non-head	6	0.05672650917126276	Late
DT_vs_D_24h	ENSG00000050748_MAPK9	Non-head	6	0.17503987447641434	Late
DT_vs_D_24h	ENSG00000050820_BCAR1	Non-head	6	0.27118128331134517	Late
DT_vs_D_24h	ENSG00000051009_FAM160A2	Non-head	6	0.3231828855466301	Late
DT_vs_D_24h	ENSG00000051108_HERPUD1	Non-head	6	0.20145803597548728	Late
DT_vs_D_24h	ENSG00000051128_HOMER3	Non-head	6	0.5446621594569838	Late
DT_vs_D_24h	ENSG00000051180_RAD51	Non-head	6	0.09346686732194238	Late
DT_vs_D_24h	ENSG00000051341_POLQ	Non-head	6	0.13837804798482423	Late
DT_vs_D_24h	ENSG00000051382_PIK3CB	Non-head	6	0.23893617269056977	Late
DT_vs_D_24h	ENSG00000051523_CYBA	Non-head	6	0.17426161936134232	Late
DT_vs_D_24h	ENSG00000051596_THOC3	Non-head	6	0.39062392090212	Late
DT_vs_D_24h	ENSG00000051620_HEBP2	Head	6	0.33658097967693024	Late
DT_vs_D_24h	ENSG00000051825_MPHOSPH9	Non-head	6	0.125381090569328	Late
DT_vs_D_24h	ENSG00000052126_PLEKHA5	Non-head	6	0.28337077228663254	Late
DT_vs_D_24h	ENSG00000052344_PRSS8	Non-head	6	0.062920127817048	Late
DT_vs_D_24h	ENSG00000052723_SIKE1	Non-head	6	0.683127742175921	Late
DT_vs_D_24h	ENSG00000052749_RRP12	Non-head	6	0.5221477993829196	Late
DT_vs_D_24h	ENSG00000052795_FNIP2	Non-head	6	0.1168714865948836	Late
DT_vs_D_24h	ENSG00000052802_MSMO1	Non-head	6	0.25707067125230076	Late
DT_vs_D_24h	ENSG00000052841_TTC17	Head	6	0.09268107545040016	Late
DT_vs_D_24h	ENSG00000053254_FOXN3	Non-head	6	0.7719095396773494	Late
DT_vs_D_24h	ENSG00000053371_AKR7A2	Non-head	6	0.3851019438090594	Late
DT_vs_D_24h	ENSG00000053372_MRTO4	Non-head	6	0.04125968822069276	Late
DT_vs_D_24h	ENSG00000053501_USE1	Non-head	6	0.17962786173405648	Late
DT_vs_D_24h	ENSG00000053524_MCF2L2	Non-head	6	0.30644185669796925	Late
DT_vs_D_24h	ENSG00000053747_LAMA3	Head	6	0.07806952293201574	Late
DT_vs_D_24h	ENSG00000053770_AP5M1	Non-head	6	0.29099253289798677	Late
DT_vs_D_24h	ENSG00000053900_ANAPC4	Non-head	6	0.12005481707056276	Late
DT_vs_D_24h	ENSG00000053918_KCNQ1	Non-head	6	0.46478012853642003	Late
DT_vs_D_24h	ENSG00000054116_TRAPPC3	Non-head	6	0.07963538170454376	Late
DT_vs_D_24h	ENSG00000054118_THRAP3	Head	6	0.3430788937932775	Late
DT_vs_D_24h	ENSG00000054148_PHPT1	Non-head	6	0.19917541114294934	Late
DT_vs_D_24h	ENSG00000054179_ENTPD2	Non-head	6	0.2920158274288277	Late
DT_vs_D_24h	ENSG00000054219_LY75	Head	6	0.06416149272712945	Late
DT_vs_D_24h	ENSG00000054267_ARID4B	Non-head	6	0.06646482251663388	Late
DT_vs_D_24h	ENSG00000054277_OPN3	Non-head	6	1.0972388438795169	Late
DT_vs_D_24h	ENSG00000054282_SDCCAG8	Non-head	6	0.1569294525553282	Late
DT_vs_D_24h	ENSG00000054392_HHAT	Non-head	6	0.06684603424680297	Late
DT_vs_D_24h	ENSG00000054523_KIF1B	Non-head	6	0.42697908305227544	Late
DT_vs_D_24h	ENSG00000054598_FOXC1	Non-head	6	0.3747443319353062	Late
DT_vs_D_24h	ENSG00000054611_TBC1D22A	Non-head	6	0.18600034967571455	Late
DT_vs_D_24h	ENSG00000054654_SYNE2	Head	6	0.2630577025119961	Late
DT_vs_D_24h	ENSG00000054690_PLEKHH1	Non-head	6	0.4107083352088228	Late
DT_vs_D_24h	ENSG00000054793_ATP9A	Non-head	6	0.1016972701586042	Late
DT_vs_D_24h	ENSG00000054965_FAM168A	Non-head	6	0.01693706380226523	Late
DT_vs_D_24h	ENSG00000054967_RELT	Non-head	6	0.6542518691392964	Late
DT_vs_D_24h	ENSG00000054983_GALC	Non-head	6	0.0941949330486046	Late
DT_vs_D_24h	ENSG00000055044_NOP58	Non-head	6	0.06433915376729309	Late
DT_vs_D_24h	ENSG00000055070_SZRD1	Non-head	6	0.021120285514866444	Late
DT_vs_D_24h	ENSG00000055130_CUL1	Non-head	6	0.24086124706951229	Late
DT_vs_D_24h	ENSG00000055147_FAM114A2	Non-head	6	0.1519355109971381	Late
DT_vs_D_24h	ENSG00000055163_CYFIP2	Non-head	6	0.20159912467910993	Late
DT_vs_D_24h	ENSG00000055208_TAB2	Non-head	6	0.37929365950884986	Late
DT_vs_D_24h	ENSG00000055211_GINM1	Non-head	6	0.283558061571918	Late
DT_vs_D_24h	ENSG00000055332_EIF2AK2	Head	6	0.29098917384228673	Late
DT_vs_D_24h	ENSG00000055483_USP36	Non-head	6	0.5341237107003916	Late
DT_vs_D_24h	ENSG00000055609_KMT2C	Head	6	0.4164580619419105	Late
DT_vs_D_24h	ENSG00000055732_MCOLN3	Non-head	6	0.23612901422661714	Late
DT_vs_D_24h	ENSG00000055813_CCDC85A	Non-head	6	0.09095347609086513	Late
DT_vs_D_24h	ENSG00000055917_PUM2	Head	6	0.233156055528416	Late
DT_vs_D_24h	ENSG00000055950_MRPL43	Non-head	6	0.324765414364953	Late
DT_vs_D_24h	ENSG00000055955_ITIH4	Non-head	6	0.13282303563368525	Late
DT_vs_D_24h	ENSG00000056050_HPF1	Non-head	6	0.205776583523273	Late
DT_vs_D_24h	ENSG00000056097_ZFR	Head	6	0.06546055711925003	Late
DT_vs_D_24h	ENSG00000056277_ZNF280C	Non-head	6	0.04416519884393463	Late
DT_vs_D_24h	ENSG00000056558_TRAF1	Non-head	6	0.5860619220349119	Late
DT_vs_D_24h	ENSG00000056586_RC3H2	Non-head	6	0.042513044451826354	Late
DT_vs_D_24h	ENSG00000056736_IL17RB	Non-head	6	0.5785114076229687	Late
DT_vs_D_24h	ENSG00000056972_TRAF3IP2	Non-head	6	0.125253213203953	Late
DT_vs_D_24h	ENSG00000057019_DCBLD2	Head	6	0.21178085198596563	Late
DT_vs_D_24h	ENSG00000057149_SERPINB3	Non-head	6	0.06652067633962966	Late
DT_vs_D_24h	ENSG00000057252_SOAT1	Non-head	6	0.4815289938537344	Late
DT_vs_D_24h	ENSG00000057294_PKP2	Non-head	6	0.4186214927937443	Late
DT_vs_D_24h	ENSG00000057468_MSH4	Non-head	6	0.266177265420892	Late
DT_vs_D_24h	ENSG00000057608_GDI2	Head	6	0.6955314204275458	Late
DT_vs_D_24h	ENSG00000057657_PRDM1	Non-head	6	0.379133627149497	Late
DT_vs_D_24h	ENSG00000057663_ATG5	Non-head	6	0.18623525009233854	Late
DT_vs_D_24h	ENSG00000057704_TMCC3	Non-head	6	0.00667389918969883	Late
DT_vs_D_24h	ENSG00000057757_PITHD1	Non-head	6	0.1178646350248933	Late
DT_vs_D_24h	ENSG00000057935_MTA3	Non-head	6	0.1463551753466894	Late
DT_vs_D_24h	ENSG00000058056_USP13	Non-head	6	0.12413043137695356	Late
DT_vs_D_24h	ENSG00000058063_ATP11B	Head	6	0.2677446926789402	Late
