x,time,contrast,delta_density,lo,hi
2.67123287671233,24 h,Dox-only,0.0028086984005892,0.000226776889283083,0.00547410031198685
2.67123287671233,24 h,Tam-only,0.000929471289347727,-0.00155737517749725,0.00346417977690757
2.67123287671233,4 h,Dox-only,0.00150047826639622,-0.000963293057374272,0.00396996560989043
2.67123287671233,4 h,Tam-only,0.00151850015067186,-0.000939642841114503,0.00392223385314943
2.71232876712329,24 h,Dox-only,0.00278784660133075,0.000189741628733372,0.00548390752111403
2.71232876712329,24 h,Tam-only,0.00100614039082228,-0.0014889725505961,0.003531873630668
2.71232876712329,4 h,Dox-only,0.00138504803056705,-0.0010532288593928,0.00383780013470211
2.71232876712329,4 h,Tam-only,0.00155109443318947,-0.000914537448959007,0.00397178261736719
2.75342465753425,24 h,Dox-only,0.00275179324446385,0.000159184931732561,0.00543231427006262
2.75342465753425,24 h,Tam-only,0.00109350776391051,-0.00139814142164591,0.00362119519048158
2.75342465753425,4 h,Dox-only,0.00125340811162546,-0.00117329842900866,0.00368046295179295
2.75342465753425,4 h,Tam-only,0.00156413862805299,-0.000903193193875225,0.00398223750711792
2.79452054794521,24 h,Dox-only,0.00270345065009271,0.000118047584796152,0.0054048433433053
2.79452054794521,24 h,Tam-only,0.00118870504742205,-0.00127106624036079,0.0037079937174162
2.79452054794521,4 h,Dox-only,0.00110677493678743,-0.00134057338740676,0.00354080385929208
2.79452054794521,4 h,Tam-only,0.00155735204433008,-0.000917390005457712,0.00398509839010757
2.83561643835616,24 h,Dox-only,0.002645557946947,3.25747921942746e-05,0.00532159331254313
2.83561643835616,24 h,Tam-only,0.00128290107878123,-0.00117458748301333,0.00377905707008032
2.83561643835616,4 h,Dox-only,0.000946582912629779,-0.00147735192280207,0.0033612390436562
2.83561643835616,4 h,Tam-only,0.00153072020863371,-0.000943892411192648,0.00391473751893749
2.87671232876712,24 h,Dox-only,0.00258084631742952,-7.93120197038272e-05,0.00527026096124977
2.87671232876712,24 h,Tam-only,0.00138139416124776,-0.00107209692943845,0.00387198481816028
2.87671232876712,4 h,Dox-only,0.000775972038045913,-0.00160792258440991,0.00315709377859432
2.87671232876712,4 h,Tam-only,0.00148483445412291,-0.000997158731303336,0.00386922491793691
2.91780821917808,24 h,Dox-only,0.00251200635073458,-0.000147608712686092,0.00519016209700201
2.91780821917808,24 h,Tam-only,0.00148203297908879,-0.000960469812864811,0.00395322703603274
2.91780821917808,4 h,Dox-only,0.000592505300752805,-0.00175533028169874,0.00293683411703165
2.91780821917808,4 h,Tam-only,0.00141590798455324,-0.00104040604197557,0.00377544907359729
2.95890410958904,24 h,Dox-only,0.00244178908438251,-0.00023649113602246,0.00514445347665279
2.95890410958904,24 h,Tam-only,0.00158288475791162,-0.000850219107040994,0.00408569167037512
2.95890410958904,4 h,Dox-only,0.000402232629553995,-0.0019301361036256,0.00272254935137817
2.95890410958904,4 h,Tam-only,0.00132922157670125,-0.00110687388927108,0.00368356065505783
3,24 h,Dox-only,0.00237360501626462,-0.000298670412356876,0.00506559825480517
3,24 h,Tam-only,0.00168684387384549,-0.000739951593727437,0.00415951350605418
3,4 h,Dox-only,0.000207460639613188,-0.00211749609377247,0.00249330514767631
3,4 h,Tam-only,0.00122589238102643,-0.00118323338423383,0.00355716759896029
3.04109589041096,24 h,Dox-only,0.00230953016603333,-0.00033344095099322,0.00500931863218792
3.04109589041096,24 h,Tam-only,0.00178560701033471,-0.000657062962412069,0.00421906298974391
3.04109589041096,4 h,Dox-only,1.05771228985502e-05,-0.00229757542389409,0.00231609216157425
3.04109589041096,4 h,Tam-only,0.00110719302042819,-0.00125267235847775,0.00341773054243687
