gene_id	pfp	rankprod_table_direction	contrast_id	common_effect	direction_from_effect	called_by_rankprod_table	table_effect_direction_agree
ENSG00000005194_CIAPIN1	0.09197	Up	DT_vs_D_24h	-0.2690037506142531	Down	FALSE	FALSE
ENSG00000005206_SPPL2B	0.09477	Up	DT_vs_D_24h	0.7228497925677644	Up	FALSE	TRUE
ENSG00000005238_FAM214B	0.09385	Up	DT_vs_D_24h	0.3132176250142842	Up	FALSE	TRUE
ENSG00000005249_PRKAR2B	0.09364	Up	DT_vs_D_24h	-1.319259808420002	Down	FALSE	FALSE
ENSG00000005302_MSL3	0.09378	Up	DT_vs_D_24h	-0.15113386538416318	Down	FALSE	FALSE
ENSG00000005339_CREBBP	0.1088	Up	DT_vs_D_24h	0.09207646187112406	Up	FALSE	TRUE
ENSG00000005436_GCFC2	0.1173	Up	DT_vs_D_24h	-0.008001948476524134	Down	FALSE	FALSE
ENSG00000005448_WDR54	0.1173	Up	DT_vs_D_24h	0.3401793288951578	Up	FALSE	TRUE
ENSG00000005469_CROT	0.1165	Up	DT_vs_D_24h	0.0042152277334253085	Up	FALSE	TRUE
ENSG00000005483_KMT2E	0.1158	Up	DT_vs_D_24h	-0.02210044234999664	Down	FALSE	FALSE
ENSG00000005486_RHBDD2	0.1144	Up	DT_vs_D_24h	-0.11263856282983475	Down	FALSE	FALSE
ENSG00000005700_IBTK	0.1195	Up	DT_vs_D_24h	-0.200311977960955	Down	FALSE	FALSE
ENSG00000005801_ZNF195	0.1235	Up	DT_vs_D_24h	0.19803904999417465	Up	FALSE	TRUE
ENSG00000005810_MYCBP2	0.1229	Up	DT_vs_D_24h	0.1414915252841933	Up	FALSE	TRUE
ENSG00000005812_FBXL3	0.1235	Up	DT_vs_D_24h	-0.42534007866795953	Down	FALSE	FALSE
ENSG00000005882_PDK2	0.123	Up	DT_vs_D_24h	-0.2046738917767641	Down	FALSE	FALSE
ENSG00000005884_ITGA3	0.1244	Up	DT_vs_D_24h	0.3693622428768464	Up	FALSE	TRUE
ENSG00000005889_ZFX	0.1238	Up	DT_vs_D_24h	-0.19725780744203636	Down	FALSE	FALSE
ENSG00000005893_LAMP2	0.1306	Up	DT_vs_D_24h	-0.5758321488312177	Down	FALSE	FALSE
ENSG00000006007_GDE1	0.1328	Up	DT_vs_D_24h	-0.48044041797117565	Down	FALSE	FALSE
ENSG00000006015_REX1BD	0.1388	Up	DT_vs_D_24h	0.2843526062913657	Up	FALSE	TRUE
ENSG00000006025_OSBPL7	0.1374	Up	DT_vs_D_24h	1.0670188110395502	Up	FALSE	TRUE
ENSG00000006042_TMEM98	0.1391	Up	DT_vs_D_24h	-0.37966222747086653	Down	FALSE	FALSE
ENSG00000006047_YBX2	0.1381	Up	DT_vs_D_24h	0.5340838254466069	Up	FALSE	TRUE
ENSG00000006062_MAP3K14	0.1373	Up	DT_vs_D_24h	0.6057958864511575	Up	FALSE	TRUE
ENSG00000006118_TMEM132A	0.1359	Up	DT_vs_D_24h	0.40811457488220615	Up	FALSE	TRUE
ENSG00000006125_AP2B1	0.1406	Up	DT_vs_D_24h	-0.4224495452605499	Down	FALSE	FALSE
ENSG00000006194_ZNF263	0.1402	Up	DT_vs_D_24h	0.10130939976579434	Up	FALSE	TRUE
ENSG00000006282_SPATA20	0.1397	Up	DT_vs_D_24h	0.4658343187590077	Up	FALSE	TRUE
ENSG00000006327_TNFRSF12A	0.1409	Up	DT_vs_D_24h	0.1355636489601082	Up	FALSE	TRUE
ENSG00000006432_MAP3K9	0.1415	Up	DT_vs_D_24h	0.23873206369197852	Up	FALSE	TRUE
ENSG00000006451_RALA	0.1428	Up	DT_vs_D_24h	-0.6948155854672384	Down	FALSE	FALSE
ENSG00000006453_BAIAP2L1	0.1424	Up	DT_vs_D_24h	0.08103071273373619	Up	FALSE	TRUE
ENSG00000006459_KDM7A	0.1442	Up	DT_vs_D_24h	-0.3319975050512962	Down	FALSE	FALSE
ENSG00000006530_AGK	0.1462	Up	DT_vs_D_24h	0.09942550992328769	Up	FALSE	TRUE
ENSG00000006534_ALDH3B1	0.1449	Up	DT_vs_D_24h	-0.2433402543971921	Down	FALSE	FALSE
ENSG00000006555_TTC22	0.1478	Up	DT_vs_D_24h	0.03996200247488346	Up	FALSE	TRUE
ENSG00000006576_PHTF2	0.1464	Up	DT_vs_D_24h	-0.2080778932588867	Down	FALSE	FALSE
ENSG00000006607_FARP2	0.1457	Up	DT_vs_D_24h	0.06602694611350479	Up	FALSE	TRUE
ENSG00000006625_GGCT	0.146	Up	DT_vs_D_24h	-0.4540965280081455	Down	FALSE	FALSE
ENSG00000006634_DBF4	0.1486	Up	DT_vs_D_24h	-0.1789231532723914	Down	FALSE	FALSE
ENSG00000006652_IFRD1	0.1473	Up	DT_vs_D_24h	-0.04380105995830341	Down	FALSE	FALSE
ENSG00000006695_COX10	0.1461	Up	DT_vs_D_24h	0.01683182868976285	Up	FALSE	TRUE
ENSG00000006704_GTF2IRD1	0.145	Up	DT_vs_D_24h	0.2909092175339527	Up	FALSE	TRUE
ENSG00000006712_PAF1	0.146	Up	DT_vs_D_24h	-0.14427896258995077	Down	FALSE	FALSE
ENSG00000006715_VPS41	0.146	Up	DT_vs_D_24h	-0.2672947127922587	Down	FALSE	FALSE
ENSG00000006744_ELAC2	0.1453	Up	DT_vs_D_24h	0.06635141368111253	Up	FALSE	TRUE
ENSG00000006747_SCIN	0.1445	Up	DT_vs_D_24h	0.04278885512388253	Up	FALSE	TRUE
ENSG00000006756_ARSD	0.145	Up	DT_vs_D_24h	-0.024125172305160092	Down	FALSE	FALSE
ENSG00000006757_PNPLA4	0.1439	Up	DT_vs_D_24h	-0.35376268980443903	Down	FALSE	FALSE
ENSG00000006831_ADIPOR2	0.1432	Up	DT_vs_D_24h	-0.284210160155161	Down	FALSE	FALSE
ENSG00000007038_PRSS21	0.1473	Up	DT_vs_D_24h	0.05874435909703912	Up	FALSE	TRUE
ENSG00000007047_MARK4	0.1464	Up	DT_vs_D_24h	-0.10800007501870734	Down	FALSE	FALSE
ENSG00000007080_CCDC124	0.1478	Up	DT_vs_D_24h	-0.23200583657450302	Down	FALSE	FALSE
ENSG00000007168_PAFAH1B1	0.1524	Up	DT_vs_D_24h	-0.24121123670238198	Down	FALSE	FALSE
ENSG00000007202_KIAA0100	0.1547	Up	DT_vs_D_24h	0.22574919702988083	Up	FALSE	TRUE
ENSG00000007255_TRAPPC6A	0.1545	Up	DT_vs_D_24h	-0.22628421337061155	Down	FALSE	FALSE
ENSG00000007341_ST7L	0.1534	Up	DT_vs_D_24h	0.18652071366175482	Up	FALSE	TRUE
ENSG00000007376_RPUSD1	0.1522	Up	DT_vs_D_24h	0.20481379558892066	Up	FALSE	TRUE
ENSG00000007384_RHBDF1	0.1518	Up	DT_vs_D_24h	0.566220807546963	Up	FALSE	TRUE
ENSG00000007392_LUC7L	0.1512	Up	DT_vs_D_24h	0.6753712970415622	Up	FALSE	TRUE
ENSG00000007520_TSR3	0.15	Up	DT_vs_D_24h	-0.13976445762880463	Down	FALSE	FALSE
ENSG00000007541_PIGQ	0.1493	Up	DT_vs_D_24h	0.44135065745542423	Up	FALSE	TRUE
ENSG00000007545_CRAMP1	0.1497	Up	DT_vs_D_24h	0.40314120923159624	Up	FALSE	TRUE
ENSG00000007866_TEAD3	0.1521	Up	DT_vs_D_24h	0.15126838856411418	Up	FALSE	TRUE
ENSG00000007923_DNAJC11	0.1514	Up	DT_vs_D_24h	0.21736828368027883	Up	FALSE	TRUE
ENSG00000007944_MYLIP	0.1517	Up	DT_vs_D_24h	-0.8320439853714889	Down	FALSE	FALSE
ENSG00000007968_E2F2	0.1516	Up	DT_vs_D_24h	0.24489692730158907	Up	FALSE	TRUE
ENSG00000008018_PSMB1	0.1595	Up	DT_vs_D_24h	-0.2653500913518183	Down	FALSE	FALSE
ENSG00000008083_JARID2	0.1588	Up	DT_vs_D_24h	0.05694399603214162	Up	FALSE	TRUE
ENSG00000008086_CDKL5	0.1639	Up	DT_vs_D_24h	-0.2273869218562865	Down	FALSE	FALSE
ENSG00000008128_CDK11A	0.165	Up	DT_vs_D_24h	0.8154786464569925	Up	FALSE	TRUE
ENSG00000008130_NADK	0.1667	Up	DT_vs_D_24h	0.0761418826127942	Up	FALSE	TRUE
ENSG00000008256_CYTH3	0.1657	Up	DT_vs_D_24h	-0.1815751461551942	Down	FALSE	FALSE
ENSG00000008282_SYPL1	0.169	Up	DT_vs_D_24h	-0.5505379573096398	Down	FALSE	FALSE
ENSG00000008283_CYB561	0.1685	Up	DT_vs_D_24h	0.24002515928565948	Up	FALSE	TRUE
ENSG00000008294_SPAG9	0.1676	Up	DT_vs_D_24h	-0.17698458629657043	Down	FALSE	FALSE
ENSG00000008300_CELSR3	0.1668	Up	DT_vs_D_24h	0.8808919003708287	Up	FALSE	TRUE
ENSG00000008311_AASS	0.1668	Up	DT_vs_D_24h	-0.0833243570047566	Down	FALSE	FALSE
ENSG00000008323_PLEKHG6	0.1684	Up	DT_vs_D_24h	0.11074964656372766	Up	FALSE	TRUE
ENSG00000008324_SS18L2	0.1691	Up	DT_vs_D_24h	-0.17087506862761082	Down	FALSE	FALSE
ENSG00000008382_MPND	0.1682	Up	DT_vs_D_24h	0.1768325516562661	Up	FALSE	TRUE
ENSG00000008394_MGST1	0.1682	Up	DT_vs_D_24h	-0.5302751460911104	Down	FALSE	FALSE
ENSG00000008405_CRY1	0.1676	Up	DT_vs_D_24h	-0.2669359232367938	Down	FALSE	FALSE
ENSG00000008441_NFIX	0.1676	Up	DT_vs_D_24h	-0.2952428362100097	Down	FALSE	FALSE
ENSG00000008513_ST3GAL1	0.1674	Up	DT_vs_D_24h	0.252499711833174	Up	FALSE	TRUE
ENSG00000008517_IL32	0.1673	Up	DT_vs_D_24h	0.03569127114546067	Up	FALSE	TRUE
ENSG00000008710_PKD1	0.1674	Up	DT_vs_D_24h	0.9290922525493066	Up	FALSE	TRUE
ENSG00000008838_MED24	0.1665	Up	DT_vs_D_24h	0.42264763003836947	Up	FALSE	TRUE
ENSG00000008853_RHOBTB2	0.1658	Up	DT_vs_D_24h	0.32722725821871634	Up	FALSE	TRUE
ENSG00000008869_HEATR5B	0.1662	Up	DT_vs_D_24h	0.06530956802132071	Up	FALSE	TRUE
ENSG00000008952_SEC62	0.1672	Up	DT_vs_D_24h	-0.5517560591980715	Down	FALSE	FALSE
ENSG00000008988_RPS20	0.1668	Up	DT_vs_D_24h	-0.4846468716502379	Down	FALSE	FALSE
ENSG00000009307_CSDE1	0.1662	Up	DT_vs_D_24h	-0.5544642347551783	Down	FALSE	FALSE
ENSG00000009335_UBE3C	0.1672	Up	DT_vs_D_24h	0.08035750384978346	Up	FALSE	TRUE
ENSG00000009413_REV3L	0.1696	Up	DT_vs_D_24h	0.16101019561525476	Up	FALSE	TRUE
ENSG00000009694_TENM1	0.1692	Up	DT_vs_D_24h	0.42370271759871136	Up	FALSE	TRUE
ENSG00000009780_FAM76A	0.1712	Up	DT_vs_D_24h	-0.14372845265283152	Down	FALSE	FALSE
ENSG00000009830_POMT2	0.1747	Up	DT_vs_D_24h	0.5810527183115477	Up	FALSE	TRUE
ENSG00000009844_VTA1	0.1743	Up	DT_vs_D_24h	-0.5846312864326615	Down	FALSE	FALSE
ENSG00000009954_BAZ1B	0.1735	Up	DT_vs_D_24h	-0.05307872758290344	Down	FALSE	FALSE
ENSG00000010017_RANBP9	0.1741	Up	DT_vs_D_24h	-0.24306750655864207	Down	FALSE	FALSE
ENSG00000010072_SPRTN	0.1742	Up	DT_vs_D_24h	-0.10343240903076723	Down	FALSE	FALSE
ENSG00000010165_EEF1AKNMT	0.1742	Up	DT_vs_D_24h	-0.027041216896179776	Down	FALSE	FALSE
ENSG00000010219_DYRK4	0.1763	Up	DT_vs_D_24h	-0.42444982854294055	Down	FALSE	FALSE
ENSG00000010244_ZNF207	0.1754	Up	DT_vs_D_24h	0.21946994814803933	Up	FALSE	TRUE
ENSG00000010256_UQCRC1	0.1808	Up	DT_vs_D_24h	-0.22467567363560548	Down	FALSE	FALSE
ENSG00000010270_STARD3NL	0.1801	Up	DT_vs_D_24h	-0.22168448101075366	Down	FALSE	FALSE
ENSG00000010278_CD9	0.1793	Up	DT_vs_D_24h	-0.19470910446056333	Down	FALSE	FALSE
ENSG00000010292_NCAPD2	0.1809	Up	DT_vs_D_24h	-0.2678166337577723	Down	FALSE	FALSE
ENSG00000010318_PHF7	0.1817	Up	DT_vs_D_24h	0.02679268006089197	Up	FALSE	TRUE
ENSG00000010322_NISCH	0.1819	Up	DT_vs_D_24h	0.8338712946646316	Up	FALSE	TRUE
ENSG00000010361_FUZ	0.1833	Up	DT_vs_D_24h	-0.06002271669531645	Down	FALSE	FALSE
ENSG00000010404_IDS	0.1838	Up	DT_vs_D_24h	-0.19534666697685044	Down	FALSE	FALSE
ENSG00000010438_PRSS3	0.1844	Up	DT_vs_D_24h	0.276098809723202	Up	FALSE	TRUE
ENSG00000010539_ZNF200	0.1834	Up	DT_vs_D_24h	-0.10299826548139324	Down	FALSE	FALSE
ENSG00000010626_LRRC23	0.1831	Up	DT_vs_D_24h	-0.2547401304097767	Down	FALSE	FALSE
ENSG00000010704_HFE	0.1828	Up	DT_vs_D_24h	-0.2043743617047067	Down	FALSE	FALSE
ENSG00000010803_SCMH1	0.1857	Up	DT_vs_D_24h	0.012448892845020154	Up	FALSE	TRUE
ENSG00000010818_HIVEP2	0.1848	Up	DT_vs_D_24h	0.07860056123412296	Up	FALSE	TRUE
ENSG00000011007_ELOA	0.1855	Up	DT_vs_D_24h	0.10648224845237486	Up	FALSE	TRUE
ENSG00000011009_LYPLA2	0.1852	Up	DT_vs_D_24h	-0.10460466161854676	Down	FALSE	FALSE
ENSG00000011021_CLCN6	0.1845	Up	DT_vs_D_24h	0.7657902762304287	Up	FALSE	TRUE
ENSG00000011028_MRC2	0.1835	Up	DT_vs_D_24h	0.6196246100278472	Up	FALSE	TRUE
ENSG00000011105_TSPAN9	0.185	Up	DT_vs_D_24h	-0.05807288716356673	Down	FALSE	FALSE
ENSG00000011114_BTBD7	0.1868	Up	DT_vs_D_24h	-0.2701561524064733	Down	FALSE	FALSE
ENSG00000011132_APBA3	0.1865	Up	DT_vs_D_24h	0.5671961032536763	Up	FALSE	TRUE
ENSG00000011143_MKS1	0.1865	Up	DT_vs_D_24h	0.1745849774302961	Up	FALSE	TRUE
ENSG00000011198_ABHD5	0.186	Up	DT_vs_D_24h	-0.220477426413634	Down	FALSE	FALSE
ENSG00000011243_AKAP8L	0.1857	Up	DT_vs_D_24h	0.5603404974010866	Up	FALSE	TRUE
ENSG00000011258_MBTD1	0.1861	Up	DT_vs_D_24h	-0.1935766660383278	Down	FALSE	FALSE
ENSG00000011260_UTP18	0.1861	Up	DT_vs_D_24h	-0.3212520225727369	Down	FALSE	FALSE
ENSG00000011275_RNF216	0.1854	Up	DT_vs_D_24h	0.36749944112262245	Up	FALSE	TRUE
ENSG00000011295_TTC19	0.1875	Up	DT_vs_D_24h	-0.037465495644217306	Down	FALSE	FALSE
ENSG00000011304_PTBP1	0.1871	Up	DT_vs_D_24h	-0.055920530992843	Down	FALSE	FALSE
ENSG00000011347_SYT7	0.1947	Up	DT_vs_D_24h	0.5227003837550162	Up	FALSE	TRUE
ENSG00000011376_LARS2	0.195	Up	DT_vs_D_24h	0.18492735168320173	Up	FALSE	TRUE
ENSG00000011405_PIK3C2A	0.1945	Up	DT_vs_D_24h	-0.15868579095100355	Down	FALSE	FALSE
ENSG00000011422_PLAUR	0.1937	Up	DT_vs_D_24h	0.6044965925297747	Up	FALSE	TRUE
ENSG00000011426_ANLN	0.1932	Up	DT_vs_D_24h	-0.31901815286502977	Down	FALSE	FALSE
ENSG00000011451_WIZ	0.1929	Up	DT_vs_D_24h	0.17363661957225407	Up	FALSE	TRUE
ENSG00000011454_RABGAP1	0.1945	Up	DT_vs_D_24h	0.03673665573136731	Up	FALSE	TRUE
ENSG00000011478_QPCTL	0.1974	Up	DT_vs_D_24h	0.1866299394344657	Up	FALSE	TRUE
ENSG00000011485_PPP5C	0.2021	Up	DT_vs_D_24h	-0.03513201505721497	Down	FALSE	FALSE
ENSG00000011523_CEP68	0.2015	Up	DT_vs_D_24h	-0.05423361579180597	Down	FALSE	FALSE
ENSG00000011566_MAP4K3	0.2048	Up	DT_vs_D_24h	-0.1304724497506946	Down	FALSE	FALSE
ENSG00000011638_TMEM159	0.2092	Up	DT_vs_D_24h	-0.5482177422019543	Down	FALSE	FALSE
ENSG00000012048_BRCA1	0.2086	Up	DT_vs_D_24h	0.06780364778741532	Up	FALSE	TRUE
ENSG00000012061_ERCC1	0.209	Up	DT_vs_D_24h	0.18165313376844683	Up	FALSE	TRUE
ENSG00000012171_SEMA3B	0.2082	Up	DT_vs_D_24h	0.7815802505889451	Up	FALSE	TRUE
ENSG00000012174_MBTPS2	0.2097	Up	DT_vs_D_24h	-0.1320326653339503	Down	FALSE	FALSE
ENSG00000012211_PRICKLE3	0.2088	Up	DT_vs_D_24h	0.03290185322523875	Up	FALSE	TRUE
ENSG00000012223_LTF	0.208	Up	DT_vs_D_24h	-0.521932993767044	Down	FALSE	FALSE
ENSG00000012232_EXTL3	0.2074	Up	DT_vs_D_24h	0.19935618154784507	Up	FALSE	TRUE
ENSG00000012660_ELOVL5	0.2071	Up	DT_vs_D_24h	-0.5730745850263208	Down	FALSE	FALSE
ENSG00000012822_CALCOCO1	0.2062	Up	DT_vs_D_24h	0.45179986450829546	Up	FALSE	TRUE
ENSG00000012963_UBR7	0.2059	Up	DT_vs_D_24h	-0.39640201708100964	Down	FALSE	FALSE
ENSG00000012983_MAP4K5	0.2057	Up	DT_vs_D_24h	-0.13486756577480552	Down	FALSE	FALSE
ENSG00000013275_PSMC4	0.2065	Up	DT_vs_D_24h	0.10267484367802204	Up	FALSE	TRUE
ENSG00000013288_MAN2B2	0.207	Up	DT_vs_D_24h	0.11557735871137353	Up	FALSE	TRUE
ENSG00000013306_SLC25A39	0.2112	Up	DT_vs_D_24h	0.18740945388575803	Up	FALSE	TRUE
ENSG00000013364_MVP	0.2116	Up	DT_vs_D_24h	-0.01375438175134569	Down	FALSE	FALSE
ENSG00000013374_NUB1	0.2112	Up	DT_vs_D_24h	-0.23598754451526904	Down	FALSE	FALSE
ENSG00000013375_PGM3	0.2115	Up	DT_vs_D_24h	-0.27967205550578633	Down	FALSE	FALSE
ENSG00000013392_RWDD2A	0.2106	Up	DT_vs_D_24h	-0.038134548707831506	Down	FALSE	FALSE
ENSG00000013441_CLK1	0.2099	Up	DT_vs_D_24h	0.0038525006231848735	Up	FALSE	TRUE
ENSG00000013503_POLR3B	0.2098	Up	DT_vs_D_24h	-0.1932155239983171	Down	FALSE	FALSE
ENSG00000013523_ANGEL1	0.2123	Up	DT_vs_D_24h	0.07963071163892455	Up	FALSE	TRUE
ENSG00000013561_RNF14	0.2125	Up	DT_vs_D_24h	-0.27170488475943433	Down	FALSE	FALSE
ENSG00000013563_DNASE1L1	0.2145	Up	DT_vs_D_24h	0.4243875163641735	Up	FALSE	TRUE
ENSG00000013573_DDX11	0.2142	Up	DT_vs_D_24h	0.847411360054565	Up	FALSE	TRUE
ENSG00000013583_HEBP1	0.2135	Up	DT_vs_D_24h	-0.22753339788176774	Down	FALSE	FALSE
ENSG00000013588_GPRC5A	0.2131	Up	DT_vs_D_24h	-0.14277651835321947	Down	FALSE	FALSE
ENSG00000013619_MAMLD1	0.2125	Up	DT_vs_D_24h	-0.036055538091227746	Down	FALSE	FALSE
ENSG00000013810_TACC3	0.2127	Up	DT_vs_D_24h	0.24983738911226716	Up	FALSE	TRUE
ENSG00000014123_UFL1	0.2134	Up	DT_vs_D_24h	-0.4402529374687285	Down	FALSE	FALSE
ENSG00000014138_POLA2	0.2169	Up	DT_vs_D_24h	0.38703988602155137	Up	FALSE	TRUE
ENSG00000014164_ZC3H3	0.2203	Up	DT_vs_D_24h	0.3317980959743929	Up	FALSE	TRUE
ENSG00000014216_CAPN1	0.2195	Up	DT_vs_D_24h	-0.06555722736064595	Down	FALSE	FALSE
ENSG00000014257_ACPP	0.2186	Up	DT_vs_D_24h	-0.23580021665120432	Down	FALSE	FALSE
ENSG00000014641_MDH1	0.2198	Up	DT_vs_D_24h	-0.4798456868987149	Down	FALSE	FALSE
ENSG00000014824_SLC30A9	0.2193	Up	DT_vs_D_24h	-0.42410094352821925	Down	FALSE	FALSE
ENSG00000014914_MTMR11	0.2185	Up	DT_vs_D_24h	0.6048470061201292	Up	FALSE	TRUE
ENSG00000014919_COX15	0.2188	Up	DT_vs_D_24h	-0.323545313428367	Down	FALSE	FALSE
ENSG00000015133_CCDC88C	0.2182	Up	DT_vs_D_24h	0.3627150425993442	Up	FALSE	TRUE
ENSG00000015153_YAF2	0.2179	Up	DT_vs_D_24h	-0.39170023039949253	Down	FALSE	FALSE
ENSG00000015171_ZMYND11	0.2176	Up	DT_vs_D_24h	-0.40666585041970116	Down	FALSE	FALSE
ENSG00000015475_BID	0.2173	Up	DT_vs_D_24h	-0.2570013363728254	Down	FALSE	FALSE
ENSG00000015479_MATR3	0.2181	Up	DT_vs_D_24h	-0.4484564778345863	Down	FALSE	FALSE
ENSG00000015532_XYLT2	0.2211	Up	DT_vs_D_24h	0.3740059049401854	Up	FALSE	TRUE
ENSG00000015568_RGPD5	0.2224	Up	DT_vs_D_24h	0.7247250577299562	Up	FALSE	TRUE
ENSG00000015676_NUDCD3	0.224	Up	DT_vs_D_24h	0.12979841147513227	Up	FALSE	TRUE
ENSG00000016082_ISL1	0.2233	Up	DT_vs_D_24h	0.17647661265855974	Up	FALSE	TRUE
ENSG00000016391_CHDH	0.2224	Up	DT_vs_D_24h	0.23247300571858798	Up	FALSE	TRUE
ENSG00000016402_IL20RA	0.2223	Up	DT_vs_D_24h	-0.013450313757768395	Down	FALSE	FALSE
ENSG00000016864_GLT8D1	0.2224	Up	DT_vs_D_24h	0.1648959481600638	Up	FALSE	TRUE
ENSG00000017260_ATP2C1	0.2216	Up	DT_vs_D_24h	-0.2624694973446102	Down	FALSE	FALSE
ENSG00000017797_RALBP1	0.221	Up	DT_vs_D_24h	-0.44126743135219915	Down	FALSE	FALSE
ENSG00000018189_RUFY3	0.2206	Up	DT_vs_D_24h	0.0409286091239327	Up	FALSE	TRUE
ENSG00000018408_WWTR1	0.2207	Up	DT_vs_D_24h	-0.35210913287191836	Down	FALSE	FALSE
ENSG00000018510_AGPS	0.2199	Up	DT_vs_D_24h	-0.39718998322634747	Down	FALSE	FALSE
ENSG00000018610_CXorf56	0.222	Up	DT_vs_D_24h	-0.37850107667839517	Down	FALSE	FALSE
ENSG00000018699_TTC27	0.2231	Up	DT_vs_D_24h	-0.014552684312413078	Down	FALSE	FALSE
ENSG00000019144_PHLDB1	0.2228	Up	DT_vs_D_24h	0.2411876372108086	Up	FALSE	TRUE
ENSG00000019169_MARCO	0.2228	Up	DT_vs_D_24h	-0.15453699769969065	Down	FALSE	FALSE
ENSG00000019485_PRDM11	0.2231	Up	DT_vs_D_24h	0.0917168952698022	Up	FALSE	TRUE
ENSG00000019549_SNAI2	0.224	Up	DT_vs_D_24h	-0.7562065880631292	Down	FALSE	FALSE
ENSG00000019995_ZRANB1	0.2234	Up	DT_vs_D_24h	-0.3309195750327296	Down	FALSE	FALSE
ENSG00000020129_NCDN	0.227	Up	DT_vs_D_24h	0.5509330462060333	Up	FALSE	TRUE
ENSG00000020256_ZFP64	0.2301	Up	DT_vs_D_24h	0.04205656217626341	Up	FALSE	TRUE
ENSG00000020426_MNAT1	0.2295	Up	DT_vs_D_24h	-0.21735894837581693	Down	FALSE	FALSE
ENSG00000020577_SAMD4A	0.2289	Up	DT_vs_D_24h	0.2880535377098772	Up	FALSE	TRUE
ENSG00000020922_MRE11	0.2317	Up	DT_vs_D_24h	-0.1580921038909313	Down	FALSE	FALSE
ENSG00000021300_PLEKHB1	0.233	Up	DT_vs_D_24h	0.7145379575925217	Up	FALSE	TRUE
ENSG00000021355_SERPINB1	0.2333	Up	DT_vs_D_24h	-0.5539149595625394	Down	FALSE	FALSE
ENSG00000021574_SPAST	0.2352	Up	DT_vs_D_24h	-0.3615929943112981	Down	FALSE	FALSE
ENSG00000021762_OSBPL5	0.2346	Up	DT_vs_D_24h	0.21565899070628092	Up	FALSE	TRUE
ENSG00000021776_AQR	0.2342	Up	DT_vs_D_24h	-0.12890887402233808	Down	FALSE	FALSE
ENSG00000021826_CPS1	0.2357	Up	DT_vs_D_24h	-0.27441800662442084	Down	FALSE	FALSE
ENSG00000022277_RTF2	0.2391	Up	DT_vs_D_24h	-0.17446825541023792	Down	FALSE	FALSE
ENSG00000022567_SLC45A4	0.2385	Up	DT_vs_D_24h	0.30196474612408153	Up	FALSE	TRUE
ENSG00000022840_RNF10	0.2384	Up	DT_vs_D_24h	-0.15587786693013062	Down	FALSE	FALSE
ENSG00000022976_ZNF839	0.2376	Up	DT_vs_D_24h	0.44653323930669053	Up	FALSE	TRUE
ENSG00000023041_ZDHHC6	0.2392	Up	DT_vs_D_24h	0.143653567980369	Up	FALSE	TRUE
ENSG00000023191_RNH1	0.2398	Up	DT_vs_D_24h	-0.01490399470074344	Down	FALSE	FALSE
ENSG00000023228_NDUFS1	0.2427	Up	DT_vs_D_24h	-0.3419258095250175	Down	FALSE	FALSE
ENSG00000023287_RB1CC1	0.2422	Up	DT_vs_D_24h	-0.3972138901286675	Down	FALSE	FALSE
ENSG00000023318_ERP44	0.2444	Up	DT_vs_D_24h	-0.25714290169391774	Down	FALSE	FALSE
ENSG00000023330_ALAS1	0.2478	Up	DT_vs_D_24h	-0.02312241974984719	Down	FALSE	FALSE
ENSG00000023445_BIRC3	0.2477	Up	DT_vs_D_24h	-0.6161804559626187	Down	FALSE	FALSE
ENSG00000023516_AKAP11	0.2486	Up	DT_vs_D_24h	-0.24400467640416856	Down	FALSE	FALSE
ENSG00000023572_GLRX2	0.2508	Up	DT_vs_D_24h	-0.3217924588842127	Down	FALSE	FALSE
ENSG00000023608_SNAPC1	0.2521	Up	DT_vs_D_24h	-0.12451239825265414	Down	FALSE	FALSE
ENSG00000023697_DERA	0.2523	Up	DT_vs_D_24h	-0.6149933020161278	Down	FALSE	FALSE
ENSG00000023734_STRAP	0.2518	Up	DT_vs_D_24h	-0.42360668685659686	Down	FALSE	FALSE
ENSG00000023839_ABCC2	0.2519	Up	DT_vs_D_24h	0.49110317279035787	Up	FALSE	TRUE
ENSG00000023892_DEF6	0.2511	Up	DT_vs_D_24h	0.03157263910355468	Up	FALSE	TRUE
ENSG00000023902_PLEKHO1	0.2508	Up	DT_vs_D_24h	0.6395041425761392	Up	FALSE	TRUE
ENSG00000023909_GCLM	0.2506	Up	DT_vs_D_24h	-0.4806006338701989	Down	FALSE	FALSE
ENSG00000024048_UBR2	0.2498	Up	DT_vs_D_24h	-0.018781199442772234	Down	FALSE	FALSE
ENSG00000024422_EHD2	0.2497	Up	DT_vs_D_24h	-0.28423231491032386	Down	FALSE	FALSE
ENSG00000024526_DEPDC1	0.2501	Up	DT_vs_D_24h	-0.3850082119174143	Down	FALSE	FALSE
ENSG00000024862_CCDC28A	0.2495	Up	DT_vs_D_24h	-0.5101967294855205	Down	FALSE	FALSE
ENSG00000025039_RRAGD	0.2518	Up	DT_vs_D_24h	-1.4314650737401975	Down	FALSE	FALSE
ENSG00000025156_HSF2	0.2513	Up	DT_vs_D_24h	-0.3919288159565264	Down	FALSE	FALSE
ENSG00000025293_PHF20	0.2511	Up	DT_vs_D_24h	-0.1397672710028086	Down	FALSE	FALSE
ENSG00000025434_NR1H3	0.251	Up	DT_vs_D_24h	0.42579664942205664	Up	FALSE	TRUE
